scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size,fund_age,fund_manager,sortino,alpha,standard_deviation,beta,sharpe,risk_level,amc_name,rating,return_1yr,return_3yr,return_5yr,risk_adjusted_score,cost_efficiency,stability_score,experience_factor,category_Equity,category_Hybrid,category_Other,category_Solution Oriented,sub_category_Arbitrage Mutual Funds,sub_category_Banking and PSU Mutual Funds,sub_category_Childrens Funds,sub_category_Conservative Hybrid Mutual Funds,sub_category_Contra Funds,sub_category_Corporate Bond Mutual Funds,sub_category_Credit Risk Funds,sub_category_Dividend Yield Funds,sub_category_Dynamic Asset Allocation or Balanced Advantage,sub_category_Dynamic Bond,sub_category_ELSS Mutual Funds,sub_category_Equity Savings Mutual Funds,sub_category_Fixed Maturity Plans,sub_category_Flexi Cap Funds,sub_category_Floater Mutual Funds,sub_category_FoFs Domestic,sub_category_FoFs Overseas,sub_category_Focused Funds,sub_category_Gilt Mutual Funds,sub_category_Index Funds,sub_category_Large & Mid Cap Funds,sub_category_Large Cap Mutual Funds,sub_category_Liquid Mutual Funds,sub_category_Low Duration Funds,sub_category_Medium Duration Funds,sub_category_Medium to Long Duration Funds,sub_category_Mid Cap Mutual Funds,sub_category_Money Market Funds,sub_category_Multi Asset Allocation Mutual Funds,sub_category_Multi Cap Funds,sub_category_Overnight Mutual Funds,sub_category_Retirement Funds,sub_category_Sectoral / Thematic Mutual Funds,sub_category_Short Duration Funds,sub_category_Small Cap Mutual Funds,sub_category_Ultra Short Duration Funds,sub_category_Value Funds,amc_name_encoded
Aditya Birla SL Digital India Fund,-1.2047150537089666,-0.8611253562442248,0.37864889063291424,-0.06745259161300068,0.6428817921498922,Kunal Sangoi,-0.16467652896125307,1.9560738910586184,1.5017494331068586,-0.06272443439869001,0.6415369201202917,6,Aditya Birla Sun Life Mutual Fund,0,-11.924,39.8,20.560000000000002,0.06699011072587326,0.23687530297881548,-0.5584067728850245,2.2688877483524865,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Aditya Birla SL Dividend Yield Fund,1.2584885824625665,-0.8611253562442248,2.1811820997680935,-0.4473566134780972,0.6428817921498922,Dhaval Gala,0.8890615676592529,0.7364760603162351,0.7701687309881414,-0.01669532416545801,0.7388826029029268,6,Aditya Birla Sun Life Mutual Fund,0,6.2,30.5,10.0,0.8744712772718369,-0.45435062336929855,-0.5380683442324012,0.9157261473518392,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Dynamic Bond Fund,1.2584885824625665,-0.8611253562442248,-0.13030166253466577,-0.3030602707680826,0.6428817921498922,Mohit Sharma,-0.6605532803120794,0.16751818084750192,-0.9459691777202506,0.121392006534238,-0.35138904426258627,3,Aditya Birla Sun Life Mutual Fund,5,7.5,8.0,6.0,-0.5915938194357289,-0.582847157315302,-0.22514047775642518,0.2844590725201284,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Equity Advantage Fund,1.2584885824625665,-0.8611253562442248,0.9300119898977924,0.16128383312731867,0.6428817921498922,Atul Penkar,-0.3273860879982429,-1.2633263873213916,1.0217777948943918,0.2824938923505497,-0.07882113247120821,6,Aditya Birla Sun Life Mutual Fund,1,-9.9,22.3,7.9,-0.2651652627469347,-0.40597733668129515,-0.5464574554913344,-1.3030838681457584,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Equity Hybrid ’95 Fund,-1.2047150537089666,-1.239449377446368,0.6543304402653535,0.49873877216343737,0.6428817921498922,Mahesh Patil,-0.07169963808297303,-0.280324902496699,0.36950864552873197,-0.01669532416545801,0.2521541889897514,6,Aditya Birla Sun Life Mutual Fund,2,-5.7,20.4,7.7,0.021175576453761776,-0.39003251634224784,-0.5197468878864583,-0.21242936757017866,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Equity Savings Fund,1.2584885824625665,-0.8611253562442248,1.0784559012383368,-0.5082817359556588,-0.1344879151394028,Dhaval Shah,-0.06395156384311654,-0.3704568437986765,-0.45232313386070516,0.30550844746716577,-0.0009445862451000714,4,Aditya Birla Sun Life Mutual Fund,2,0.8,11.7,6.9,-0.04754622495440544,-0.6537426699701248,-0.4329753143811282,-0.3818089490349248,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Flexi Cap Fund,-1.2047150537089666,-1.239449377446368,0.33623634453561585,1.7818310132134398,0.6428817921498922,Anil Shah,0.5946347465446998,-1.0943289973801835,0.8836662978588959,0.23646478211731775,0.13533936965058918,6,Aditya Birla Sun Life Mutual Fund,3,-2.1,25.0,10.4,0.47932091917487607,-0.16782248029495833,-0.5420828073890752,-1.1155787964135668,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Floating Rate Fund,1.2584885824625665,-0.8611253562442248,-0.9997588575292817,1.3107683494458262,0.6428817921498922,Kaustubh Gupta,0.13749836639315685,0.36749842561126456,-1.2303968151794902,1.1800615418985734,0.8946356953551428,2,Aditya Birla Sun Life Mutual Fund,5,5.8,6.4,6.8,0.36478458349459736,-0.19899517745592954,0.4923021150200206,0.5063400740698881,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Focused Equity Fund,1.2584885824625665,-0.8611253562442248,0.7603618055085993,0.2829813835398918,0.6428817921498922,Mahesh Patil,0.47066555870699345,-1.004197056078206,0.8139268290587937,0.21345022700070174,0.11587023309406215,6,Aditya Birla Sun Life Mutual Fund,3,-0.7,24.0,10.7,0.3819650338466393,-0.3288299930835551,-0.539665147446331,-1.0155760914897316,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL FP FoF – Aggressive – Direct Growth,-1.2047150537089666,-1.239449377446368,-1.0209651305779308,-0.5528685423803407,0.6428817921498922,Vinod Narayan Bhat,0.3854367420685699,-0.21835919285158945,0.21772274284615714,-0.13176809974853776,0.3884381448854402,6,Aditya Birla Sun Life Mutual Fund,3,2.5,21.7,10.7,0.39914548419868073,1.5745304213534814,-0.5104154421068251,-0.1436775079350418,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL FP FoF – Conservative – Direct Growth,-1.2047150537089666,-1.239449377446368,-0.7664898539941408,-0.5750092510501312,0.6428817921498922,Vinod Narayan Bhat,0.9200538646186796,-0.1366771210466723,-0.6355601695315614,-1.144408524879641,0.7194134663463998,4,Aditya Birla Sun Life Mutual Fund,4,4.7,13.3,8.2,0.8916517276238789,0.08382961593709862,-0.3877272479092312,-0.05305005659781603,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL FP FoF – Moderate – Direct Growth,-1.2047150537089666,-1.239449377446368,-0.7240773078968425,-0.5728715274544273,0.6428817921498922,Vinod Narayan Bhat,0.35444444510914325,-0.20709270018884224,-0.2157559161662415,-0.6380883123140896,0.4663146911115484,5,Aditya Birla Sun Life Mutual Fund,3,3.7,17.3,9.4,0.39914548419868073,0.3076956439803566,-0.47044156156291567,-0.13117716981956243,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Frontline Equity Fund,-1.2047150537089666,-1.239449377446368,0.6967429863626519,2.6494414039841305,0.6428817921498922,Mahesh Patil,0.5636424495852731,-0.46903865459771443,0.8043547451058385,0.21345022700070174,0.36896900832891316,6,Aditya Birla Sun Life Mutual Fund,3,1.6,26.3,10.6,0.5251354534469875,-0.25638220462878303,-0.5393212977496042,-0.42181003100445896,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Global Emerging Oppt Fund,-1.2047150537089666,-1.239449377446368,-0.003064024242770878,-0.5372936990402121,0.6428817921498922,Vinod Narayan Bhat,-1.2803992195006124,-0.16484335270354022,0.8891360601177273,0.006319230951157992,-0.974401414071451,6,Aditya Birla Sun Life Mutual Fund,0,-5.7,18.8,8.3,-1.2329972992452891,-0.22324393761747613,-0.5422661602797136,-0.08430090188651448,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Gold Fund,-1.2047150537089666,-1.239449377446368,-1.169409041918475,-0.5346978918168573,0.6428817921498922,Lovelish Solanki,-1.2106665513419024,-0.8436495356340585,0.5130899048230597,0.25947933723393374,-1.4611298279846265,5,Aditya Birla Sun Life Mutual Fund,2,11.8,12.1,13.2,-1.3246263677895118,1.1244152922805264,-0.5272012602187148,-0.8374462733441498,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Govt Securities Fund,1.2584885824625665,-0.8611253562442248,-0.8725212192373867,-0.37085664766040694,0.6428817921498922,Bhupesh Bameta,-1.4895972239767423,-0.37609009013005007,-0.9281924503790483,-0.2928699855648498,-1.2275001893063022,3,Aditya Birla Sun Life Mutual Fund,3,3.6,6.0,8.0,-1.4620699706058462,-0.3777312284995357,-0.24039960627751683,-0.31868224155175373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Income Fund,1.2584885824625665,0.8203147379875227,-0.4483957582644033,-0.34871593899061637,0.6428817921498922,Bhupesh Bameta,-1.357879961899179,-0.20709270018884224,-0.9363970937672955,1.5022653135311967,-1.091216233410613,3,Aditya Birla Sun Life Mutual Fund,4,3.5,7.1,7.7,-1.3246263677895118,-0.5330106187498868,-0.23350677526261923,-0.13117716981956243,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL India GenNext Fund,1.2584885824625665,-0.8611253562442248,0.25141125234101913,-0.08592863126158455,0.6428817921498922,Chanchal Khandelwal,0.8503211964599697,0.2548334989837927,0.6553037235526793,-0.15478265486515377,0.44684555455502134,6,Aditya Birla Sun Life Mutual Fund,3,4.6,25.0,13.3,0.7599349415915587,-0.13230529035922176,-0.5335510651642411,0.38133669291509387,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Aditya Birla SL Infrastructure Fund,1.2584885824625665,-0.8611253562442248,2.117563280622146,-0.4913326417325778,0.6428817921498922,Mahesh Patil,0.5171540041461331,0.5505789313809064,1.693191112165962,-0.01669532416545801,0.3884381448854402,6,Aditya Birla Sun Life Mutual Fund,2,13.5,35.6,9.2,0.4965013695269175,-0.37141651064302356,-0.5621337355278934,0.7094705684464288,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Aditya Birla SL Inter Equity – Plan A-Direct Growth,1.2584885824625665,-0.8611253562442248,2.223594645865392,-0.560655964050405,0.6428817921498922,Vinod Narayan Bhat,-1.0479569923049123,-0.16484335270354022,0.5267643104701385,0.006319230951157992,-0.7602409119496536,6,Aditya Birla Sun Life Mutual Fund,0,0.9,17.7,10.4,-0.9981978111007179,-0.6425994598024745,-0.5278528422798726,-0.08430090188651448,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Aditya Birla SL Inter Equity – Plan B-Direct Growth,1.2584885824625665,-0.8611253562442248,2.5841012876924276,-0.56340446581631,0.6428817921498922,Vinod Narayan Bhat,-0.14143230624168288,-1.2267102861674632,0.8426430809176594,0.029333786067773992,-0.11775940558426229,6,Aditya Birla Sun Life Mutual Fund,0,-4.1,22.7,7.6,-0.1391752934986284,-0.5998029299485759,-0.5406789766857106,-1.2624577692704502,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Aditya Birla SL Liquid Fund,-0.10995788207717416,-1.0713053680231932,-1.0421714036265801,3.709141529283073,0.6428817921498922,Kaustubh Gupta,2.0512727036377525,-0.26342516350257816,-1.3329548575325814,-0.13176809974853776,-0.27351249803647815,3,Aditya Birla Sun Life Mutual Fund,4,5.7,4.4,5.4,1.4356993221052023,-0.37115777234981934,2.628131524688217,-0.19367886039695947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Low Duration Fund,-1.2047150537089666,-1.239449377446368,-0.660458488750895,0.9551427598462241,0.6428817921498922,Mohit Sharma,1.6483728431652058,0.2548334989837927,-1.2536433047795241,0.32852300258378175,1.6539320210596962,3,Aditya Birla Sun Life Mutual Fund,4,5.7,6.5,7.0,1.7048597109538568,-0.4784891397326797,0.6869518207220208,0.38133669291509387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Manufacturing Equity Fund,1.2584885824625665,-0.8611253562442248,1.8206754579410578,-0.48354522006251355,-0.1344879151394028,Anil Shah,-0.15692845472139622,-1.1619279533566667,0.6717130103291741,-0.06272443439869001,-0.039882859358154145,6,Aditya Birla Sun Life Mutual Fund,0,-2.9,21.7,6.8,-0.12772165993060028,-0.54752135652116,-0.5342272634437266,-1.0843279511248682,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Aditya Birla SL Medium Term Plan – Direct Growth,1.2584885824625665,-0.8611253562442248,0.33623634453561585,-0.32489559035277266,0.6428817921498922,Sunaina da Cunha,-0.26540149407938957,2.034939339697849,0.08097868637536892,0.6046976639831738,-0.5266112732713294,4,Aditya Birla Sun Life Mutual Fund,5,20.484,14.5,8.6,-0.35106751450714363,-0.47362921494659277,-0.500355599326988,2.356390115160843,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Midcap Fund,1.2584885824625665,-0.8611253562442248,1.0572496281896875,-0.05248852644307325,0.6428817921498922,Anil Shah,0.36994059358885656,-0.9112484916105418,0.8727267733412326,0.075362896301006,0.6610060566768187,6,Aditya Birla Sun Life Mutual Fund,1,-3.6,28.0,8.3,0.4678672856068484,-0.31150117939592903,-0.5417134378870284,-0.9124483020370263,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Money Manager Fund,1.2584885824625665,-0.8611253562442248,-1.0421714036265801,1.4223880600500807,0.6428817921498922,Mohit Sharma,1.508907506847786,0.17878467351024913,-1.2932990811560527,1.0419742111988772,1.4397715189378992,3,Aditya Birla Sun Life Mutual Fund,4,5.6,5.6,6.4,1.5387820242174528,-0.22803705027930457,1.2436197346820037,0.2969594106356079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Nifty 50 Index Fund,1.2584885824625665,-1.239449377446368,-0.8089024000914391,-0.5017158706259969,0.6428817921498922,Lovelish Solanki,0.6101308950244132,-0.9281482306046626,0.8905035006824349,0.30550844746716577,0.17427764276364324,6,Aditya Birla Sun Life Mutual Fund,3,0.7,25.5,11.6,0.5022281863109318,1.09996211058269,-0.5423118608501356,-0.9311988092102454,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Overnight Fund,-1.4784043466169148,0.8203147379875227,-1.3390592263076684,1.4688072009853659,-1.6892273297179927,Kaustubh Gupta,-1.954481678368142,-0.5197378715800768,-1.338424619791413,-0.9833066390633292,-2.298302699915288,1,Aditya Birla Sun Life Mutual Fund,3,5.4,3.9,8.9,-2.120653900767448,0.499360408081818,2.999148259115362,-0.5868144941287873,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
Aditya Birla SL Pure Value Fund,1.2584885824625665,-0.8611253562442248,0.8875994438004945,0.002786897960128091,0.6428817921498922,Kunal Sangoi,-0.24990534559967625,0.27736648430928706,1.1886055437887533,0.30550844746716577,0.3105615986593325,6,Aditya Birla Sun Life Mutual Fund,1,3.0,29.8,4.3,-0.09336075922651692,-0.22950210780427177,-0.5511158834101042,0.40633736914605284,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
Aditya Birla SL Regular Savings Fund,-0.10995788207717416,-1.0713053680231932,0.463473982827511,-0.33512612470364145,0.6428817921498922,Dhaval Shah,0.9665423100578195,0.9251898124172506,-0.7299135684964053,-0.5920592020808575,1.7123394307292779,4,Aditya Birla Sun Life Mutual Fund,3,3.6,13.9,7.6,1.218080284312673,-0.5175055464220347,-0.35457419585343675,1.1251068107861195,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Aditya Birla SL Retirement-The 30s Plan-Dir Growth,-0.10995788207717416,-0.8611253562442248,0.7603618055085993,-0.5377517826678629,-1.6892273297179927,Dhaval Shah,-0.17242460320110956,-2.2632276111402048,0.6566711641173872,-0.03970987928207401,-0.5071421367148026,6,Aditya Birla Sun Life Mutual Fund,2,0.0,17.9,8.9,-0.2766188963149626,-0.47296886546555766,-0.5336078299124365,-1.3605854234769637,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
