strategy,entry_time,exit_time,direction,entry,exit,result,pnl,capital,month
v2 RSI+Volume,2026-03-25 18:55:00+00:00,2026-03-25 19:35:00+00:00,short,70758.75,70945.48,SL,-1.4947,147.976,2026-03
v2 RSI+Volume,2026-03-25 20:00:00+00:00,2026-03-25 20:40:00+00:00,short,70733.35,70892.05,SL,-1.4798,146.4962,2026-03
v2 RSI+Volume,2026-03-26 08:25:00+00:00,2026-03-26 08:55:00+00:00,short,69824.25,69978.73,SL,-1.465,145.0313,2026-03
v2 RSI+Volume,2026-03-26 09:30:00+00:00,2026-03-26 13:45:00+00:00,short,69518.16,69681.83,SL,-1.4503,143.581,2026-03
v2 RSI+Volume,2026-03-26 17:50:00+00:00,2026-03-26 17:55:00+00:00,short,68735.6,68448.48,TP,2.8716,146.4526,2026-03
v2 RSI+Volume,2026-03-28 00:55:00+00:00,2026-03-28 01:35:00+00:00,short,66376.83,66059.12,TP,2.9291,149.3816,2026-03
v2 RSI+Volume,2026-03-29 05:55:00+00:00,2026-03-29 07:00:00+00:00,long,66732.31,66529.38,SL,-1.4938,147.8878,2026-03
v2 RSI+Volume,2026-03-29 19:45:00+00:00,2026-03-29 20:15:00+00:00,short,66360.59,66501.78,SL,-1.4789,146.4089,2026-03
v2 RSI+Volume,2026-03-29 21:35:00+00:00,2026-03-29 22:00:00+00:00,long,66608.11,66344.32,SL,-1.4641,144.9448,2026-03
v2 RSI+Volume,2026-03-30 04:55:00+00:00,2026-03-30 05:45:00+00:00,long,67541.89,67402.35,SL,-1.4494,143.4954,2026-03
v2 RSI+Volume,2026-03-30 07:45:00+00:00,2026-03-30 08:00:00+00:00,long,67350.93,67708.59,TP,2.8699,146.3653,2026-03
v2 RSI+Volume,2026-03-30 10:55:00+00:00,2026-03-30 12:05:00+00:00,long,67438.39,67790.03,TP,2.9273,149.2926,2026-03
v2 RSI+Volume,2026-03-30 14:55:00+00:00,2026-03-30 15:05:00+00:00,long,67757.82,67562.48,SL,-1.4929,147.7997,2026-03
v2 RSI+Volume,2026-04-01 00:55:00+00:00,2026-04-01 01:20:00+00:00,long,68230.67,68023.95,SL,-1.478,146.3217,2026-04
v2 RSI+Volume,2026-04-01 03:05:00+00:00,2026-04-01 04:35:00+00:00,long,67886.59,68165.12,TP,2.9264,149.2481,2026-04
v2 RSI+Volume,2026-04-01 16:30:00+00:00,2026-04-01 17:20:00+00:00,long,68850.52,68493.34,SL,-1.4925,147.7556,2026-04
v2 RSI+Volume,2026-04-01 22:05:00+00:00,2026-04-02 00:40:00+00:00,short,68200.45,68401.56,SL,-1.4776,146.2781,2026-04
v2 RSI+Volume,2026-04-02 01:10:00+00:00,2026-04-02 01:15:00+00:00,short,68117.42,67509.84,TP,2.9256,149.2036,2026-04
v2 RSI+Volume,2026-04-02 08:10:00+00:00,2026-04-02 09:00:00+00:00,short,66709.18,66353.02,TP,2.9841,152.1877,2026-04
v2 RSI+Volume,2026-04-02 20:35:00+00:00,2026-04-02 20:50:00+00:00,long,67084.67,66939.12,SL,-1.5219,150.6658,2026-04
v2 RSI+Volume,2026-04-03 04:35:00+00:00,2026-04-03 05:30:00+00:00,short,66520.55,66716.8,SL,-1.5067,149.1592,2026-04
v2 RSI+Volume,2026-04-03 12:35:00+00:00,2026-04-03 13:45:00+00:00,short,66826.46,66534.32,TP,2.9832,152.1424,2026-04
v2 RSI+Volume,2026-04-03 23:50:00+00:00,2026-04-04 13:35:00+00:00,long,66931.32,67229.01,TP,3.0428,155.1852,2026-04
v2 RSI+Volume,2026-04-04 19:05:00+00:00,2026-04-04 20:00:00+00:00,long,67409.79,67206.88,SL,-1.5519,153.6334,2026-04
v2 RSI+Volume,2026-04-05 04:50:00+00:00,2026-04-05 06:05:00+00:00,short,67083.77,66791.02,TP,3.0727,156.706,2026-04
v2 RSI+Volume,2026-04-05 10:35:00+00:00,2026-04-05 12:00:00+00:00,long,67095.8,66912.42,SL,-1.5671,155.139,2026-04
v2 RSI+Volume,2026-04-05 18:35:00+00:00,2026-04-05 22:00:00+00:00,long,67394.6,67691.09,TP,3.1028,158.2418,2026-04
v2 RSI+Volume,2026-04-05 22:45:00+00:00,2026-04-05 22:55:00+00:00,long,68008.4,68325.48,TP,3.1648,161.4066,2026-04
v2 RSI+Volume,2026-04-06 04:45:00+00:00,2026-04-06 06:20:00+00:00,long,69150.73,69002.53,SL,-1.6141,159.7925,2026-04
v2 RSI+Volume,2026-04-06 13:40:00+00:00,2026-04-06 14:05:00+00:00,long,69367.76,69211.2,SL,-1.5979,158.1946,2026-04
v2 RSI+Volume,2026-04-06 14:15:00+00:00,2026-04-06 14:55:00+00:00,long,69372.76,69660.39,TP,3.1639,161.3585,2026-04
v2 RSI+Volume,2026-04-06 19:20:00+00:00,2026-04-06 20:00:00+00:00,long,69837.34,69651.7,SL,-1.6136,159.7449,2026-04
v2 RSI+Volume,2026-04-07 19:45:00+00:00,2026-04-07 20:00:00+00:00,long,68885.13,69341.69,TP,3.1949,162.9398,2026-04
v2 RSI+Volume,2026-04-08 08:15:00+00:00,2026-04-08 09:45:00+00:00,long,71762.02,71615.01,SL,-1.6294,161.3104,2026-04
v2 RSI+Volume,2026-04-08 11:50:00+00:00,2026-04-08 12:55:00+00:00,long,71702.69,72078.86,TP,3.2262,164.5366,2026-04
v2 RSI+Volume,2026-04-09 00:30:00+00:00,2026-04-09 01:05:00+00:00,short,70844.62,70551.29,TP,3.2907,167.8273,2026-04
v2 RSI+Volume,2026-04-09 03:20:00+00:00,2026-04-09 08:30:00+00:00,short,70960.26,71108.8,SL,-1.6783,166.1491,2026-04
v2 RSI+Volume,2026-04-09 17:10:00+00:00,2026-04-09 17:25:00+00:00,long,72428.06,72272.56,SL,-1.6615,164.4876,2026-04
v2 RSI+Volume,2026-04-10 00:10:00+00:00,2026-04-10 01:35:00+00:00,long,71815.31,72332.38,TP,3.2898,167.7773,2026-04
v2 RSI+Volume,2026-04-10 10:35:00+00:00,2026-04-10 10:50:00+00:00,short,71748.48,71900.73,SL,-1.6778,166.0996,2026-04
v2 RSI+Volume,2026-04-10 12:40:00+00:00,2026-04-10 13:15:00+00:00,long,72367.26,72214.07,SL,-1.661,164.4386,2026-04
v2 RSI+Volume,2026-04-10 20:50:00+00:00,2026-04-10 21:15:00+00:00,long,73273.16,73104.71,SL,-1.6444,162.7942,2026-04
v2 RSI+Volume,2026-04-12 08:10:00+00:00,2026-04-12 12:50:00+00:00,short,71654.59,71210.23,TP,3.2559,166.0501,2026-04
v2 RSI+Volume,2026-04-12 14:50:00+00:00,2026-04-12 15:50:00+00:00,short,70784.45,70944.45,SL,-1.6605,164.3896,2026-04
v2 RSI+Volume,2026-04-12 21:45:00+00:00,2026-04-12 22:00:00+00:00,short,71271.26,70746.41,TP,3.2878,167.6774,2026-04
v2 RSI+Volume,2026-04-13 13:35:00+00:00,2026-04-13 13:45:00+00:00,short,70899.43,71337.41,SL,-1.6768,166.0006,2026-04
v2 RSI+Volume,2026-04-13 17:30:00+00:00,2026-04-13 17:50:00+00:00,long,72511.62,72169.97,SL,-1.66,164.3406,2026-04
v2 RSI+Volume,2026-04-14 12:35:00+00:00,2026-04-14 13:15:00+00:00,long,74355.46,74687.57,TP,3.2868,167.6274,2026-04
v2 RSI+Volume,2026-04-15 16:50:00+00:00,2026-04-15 17:00:00+00:00,short,73861.47,74083.71,SL,-1.6763,165.9511,2026-04
v2 RSI+Volume,2026-04-17 06:10:00+00:00,2026-04-17 07:05:00+00:00,long,74775.99,75111.9,TP,3.319,169.2701,2026-04
v2 RSI+Volume,2026-04-17 07:50:00+00:00,2026-04-17 08:30:00+00:00,long,75060.87,75378.75,TP,3.3854,172.6555,2026-04
v2 RSI+Volume,2026-04-18 23:35:00+00:00,2026-04-19 06:15:00+00:00,short,75735.36,75407.57,TP,3.4531,176.1086,2026-04
v2 RSI+Volume,2026-04-19 20:15:00+00:00,2026-04-19 20:30:00+00:00,short,74711.98,74900.47,SL,-1.7611,174.3476,2026-04
v2 RSI+Volume,2026-04-20 04:10:00+00:00,2026-04-20 05:20:00+00:00,short,74539.47,74181.04,TP,3.487,177.8345,2026-04
v2 RSI+Volume,2026-04-20 09:10:00+00:00,2026-04-20 10:10:00+00:00,long,75058.43,75373.39,TP,3.5567,181.3912,2026-04
v2 RSI+Volume,2026-04-20 15:25:00+00:00,2026-04-20 15:45:00+00:00,long,75747.39,75589.5,SL,-1.8139,179.5773,2026-04
v2 RSI+Volume,2026-04-21 10:20:00+00:00,2026-04-21 11:10:00+00:00,long,76598.55,76429.98,SL,-1.7958,177.7815,2026-04
v2 RSI+Volume,2026-04-22 13:10:00+00:00,2026-04-22 13:50:00+00:00,long,78405.64,78784.05,TP,3.5556,181.3371,2026-04
v2 RSI+Volume,2026-04-22 15:35:00+00:00,2026-04-22 16:20:00+00:00,long,79307.78,79032.47,SL,-1.8134,179.5238,2026-04
v2 RSI+Volume,2026-04-22 21:10:00+00:00,2026-04-22 23:20:00+00:00,long,78620.85,78335.76,SL,-1.7952,177.7285,2026-04
v2 RSI+Volume,2026-04-23 18:05:00+00:00,2026-04-23 18:55:00+00:00,long,77998.99,77739.09,SL,-1.7773,175.9513,2026-04
v2 RSI+Volume,2026-04-23 19:00:00+00:00,2026-04-23 19:15:00+00:00,short,77652.74,77853.4,SL,-1.7595,174.1917,2026-04
v2 RSI+Volume,2026-04-24 04:35:00+00:00,2026-04-24 05:45:00+00:00,short,77599.19,77805.01,SL,-1.7419,172.4498,2026-04
v2 RSI+Volume,2026-04-24 16:20:00+00:00,2026-04-24 18:15:00+00:00,short,77761.92,77437.53,TP,3.449,175.8988,2026-04
v2 RSI+Volume,2026-04-25 06:20:00+00:00,2026-04-25 08:30:00+00:00,short,77509.69,77672.0,SL,-1.759,174.1398,2026-04
v2 RSI+Volume,2026-04-25 19:35:00+00:00,2026-04-25 20:15:00+00:00,short,77243.42,77399.84,SL,-1.7414,172.3984,2026-04
v3 HTF Trend,2026-02-27 14:45:00+00:00,2026-02-27 15:05:00+00:00,short,65960.27,66176.52,SL,-1.0,99.0,2026-02
v3 HTF Trend,2026-02-28 22:20:00+00:00,2026-02-28 22:35:00+00:00,long,67077.66,67565.65,TP,1.98,100.98,2026-02
v3 HTF Trend,2026-03-03 18:25:00+00:00,2026-03-03 19:05:00+00:00,long,68566.45,68421.19,SL,-1.0098,99.9702,2026-03
v3 HTF Trend,2026-03-03 21:55:00+00:00,2026-03-03 22:00:00+00:00,long,68064.79,68502.47,TP,1.9994,101.9696,2026-03
v3 HTF Trend,2026-03-04 12:50:00+00:00,2026-03-04 13:05:00+00:00,long,71115.12,71594.09,TP,2.0394,104.009,2026-03
v3 HTF Trend,2026-03-04 18:50:00+00:00,2026-03-04 20:05:00+00:00,long,73695.27,73410.31,SL,-1.0401,102.9689,2026-03
v3 HTF Trend,2026-03-06 19:35:00+00:00,2026-03-06 20:25:00+00:00,short,68194.02,67815.21,TP,2.0594,105.0283,2026-03
v3 HTF Trend,2026-03-08 04:45:00+00:00,2026-03-08 05:15:00+00:00,short,66858.64,67018.45,SL,-1.0503,103.978,2026-03
v3 HTF Trend,2026-03-08 18:10:00+00:00,2026-03-08 19:15:00+00:00,short,66959.27,67166.68,SL,-1.0398,102.9382,2026-03
v3 HTF Trend,2026-03-10 00:15:00+00:00,2026-03-10 00:25:00+00:00,long,68624.25,68926.22,TP,2.0588,104.997,2026-03
v3 HTF Trend,2026-03-10 04:50:00+00:00,2026-03-10 05:00:00+00:00,long,69916.36,70201.22,TP,2.0999,107.0969,2026-03
v3 HTF Trend,2026-03-10 07:05:00+00:00,2026-03-10 08:05:00+00:00,long,70203.55,70914.66,TP,2.1419,109.2389,2026-03
v3 HTF Trend,2026-03-10 09:25:00+00:00,2026-03-10 09:45:00+00:00,long,71225.74,71015.66,SL,-1.0924,108.1465,2026-03
v3 HTF Trend,2026-03-15 02:00:00+00:00,2026-03-15 04:05:00+00:00,long,71263.25,71577.24,TP,2.1629,110.3094,2026-03
v3 HTF Trend,2026-03-15 04:10:00+00:00,2026-03-15 06:30:00+00:00,long,71618.88,71442.46,SL,-1.1031,109.2063,2026-03
v3 HTF Trend,2026-03-15 13:55:00+00:00,2026-03-15 14:35:00+00:00,long,71545.34,71397.16,SL,-1.0921,108.1142,2026-03
v3 HTF Trend,2026-03-15 22:35:00+00:00,2026-03-15 22:45:00+00:00,long,72190.77,72516.96,TP,2.1623,110.2765,2026-03
v3 HTF Trend,2026-03-16 12:25:00+00:00,2026-03-16 13:30:00+00:00,long,73783.45,74139.65,TP,2.2055,112.4821,2026-03
v3 HTF Trend,2026-03-19 02:55:00+00:00,2026-03-19 03:10:00+00:00,short,71050.74,71206.27,SL,-1.1248,111.3572,2026-03
v3 HTF Trend,2026-03-19 10:35:00+00:00,2026-03-19 11:50:00+00:00,short,70259.09,69975.83,TP,2.2271,113.5844,2026-03
v3 HTF Trend,2026-03-20 16:40:00+00:00,2026-03-20 17:55:00+00:00,short,69778.95,69953.97,SL,-1.1358,112.4485,2026-03
v3 HTF Trend,2026-03-21 21:10:00+00:00,2026-03-21 23:45:00+00:00,short,70364.41,69667.4,TP,2.249,114.6975,2026-03
v3 HTF Trend,2026-03-22 10:40:00+00:00,2026-03-22 11:45:00+00:00,short,68616.57,68285.59,TP,2.294,116.9915,2026-03
v3 HTF Trend,2026-03-22 13:40:00+00:00,2026-03-22 13:55:00+00:00,short,68583.57,68732.06,SL,-1.1699,115.8215,2026-03
v3 HTF Trend,2026-03-23 13:50:00+00:00,2026-03-23 14:05:00+00:00,long,71348.94,71696.08,TP,2.3164,118.138,2026-03
v3 HTF Trend,2026-03-23 16:45:00+00:00,2026-03-23 17:20:00+00:00,long,70680.66,70432.61,SL,-1.1814,116.9566,2026-03
v3 HTF Trend,2026-03-23 23:35:00+00:00,2026-03-24 01:10:00+00:00,long,70684.2,70537.52,SL,-1.1696,115.787,2026-03
v3 HTF Trend,2026-03-25 10:05:00+00:00,2026-03-25 11:20:00+00:00,long,71380.99,71684.23,TP,2.3157,118.1028,2026-03
v3 HTF Trend,2026-03-25 13:00:00+00:00,2026-03-25 13:20:00+00:00,long,71759.34,71613.16,SL,-1.181,116.9217,2026-03
v3 HTF Trend,2026-03-26 08:25:00+00:00,2026-03-26 08:55:00+00:00,short,69824.25,69978.73,SL,-1.1692,115.7525,2026-03
v3 HTF Trend,2026-03-26 09:30:00+00:00,2026-03-26 13:45:00+00:00,short,69518.16,69681.83,SL,-1.1575,114.595,2026-03
v3 HTF Trend,2026-03-26 17:50:00+00:00,2026-03-26 17:55:00+00:00,short,68735.6,68448.48,TP,2.2919,116.8869,2026-03
v3 HTF Trend,2026-03-29 19:45:00+00:00,2026-03-29 20:15:00+00:00,short,66360.59,66501.78,SL,-1.1689,115.718,2026-03
v3 HTF Trend,2026-04-01 00:55:00+00:00,2026-04-01 01:20:00+00:00,long,68230.67,68023.95,SL,-1.1572,114.5608,2026-04
v3 HTF Trend,2026-04-02 08:10:00+00:00,2026-04-02 09:00:00+00:00,short,66709.18,66353.02,TP,2.2912,116.8521,2026-04
v3 HTF Trend,2026-04-05 04:50:00+00:00,2026-04-05 06:05:00+00:00,short,67083.77,66791.02,TP,2.337,119.1891,2026-04
v3 HTF Trend,2026-04-05 20:25:00+00:00,2026-04-05 22:45:00+00:00,long,67456.49,68008.4,TP,2.3838,121.5729,2026-04
v3 HTF Trend,2026-04-06 04:45:00+00:00,2026-04-06 06:20:00+00:00,long,69150.73,69002.53,SL,-1.2157,120.3572,2026-04
v3 HTF Trend,2026-04-06 13:40:00+00:00,2026-04-06 14:05:00+00:00,long,69367.76,69211.2,SL,-1.2036,119.1536,2026-04
v3 HTF Trend,2026-04-06 14:15:00+00:00,2026-04-06 14:55:00+00:00,long,69372.76,69660.39,TP,2.3831,121.5367,2026-04
v3 HTF Trend,2026-04-07 19:45:00+00:00,2026-04-07 20:00:00+00:00,long,68885.13,69341.69,TP,2.4307,123.9674,2026-04
v3 HTF Trend,2026-04-08 08:15:00+00:00,2026-04-08 09:45:00+00:00,long,71762.02,71615.01,SL,-1.2397,122.7277,2026-04
v3 HTF Trend,2026-04-08 11:50:00+00:00,2026-04-08 12:55:00+00:00,long,71702.69,72078.86,TP,2.4546,125.1823,2026-04
v3 HTF Trend,2026-04-09 17:10:00+00:00,2026-04-09 17:25:00+00:00,long,72428.06,72272.56,SL,-1.2518,123.9305,2026-04
v3 HTF Trend,2026-04-10 00:10:00+00:00,2026-04-10 01:35:00+00:00,long,71815.31,72332.38,TP,2.4786,126.4091,2026-04
v3 HTF Trend,2026-04-10 20:50:00+00:00,2026-04-10 21:15:00+00:00,long,73273.16,73104.71,SL,-1.2641,125.145,2026-04
v3 HTF Trend,2026-04-12 14:50:00+00:00,2026-04-12 15:50:00+00:00,short,70784.45,70944.45,SL,-1.2514,123.8935,2026-04
v3 HTF Trend,2026-04-13 13:45:00+00:00,2026-04-13 14:20:00+00:00,long,71337.41,71630.35,TP,2.4779,126.3714,2026-04
v3 HTF Trend,2026-04-13 17:30:00+00:00,2026-04-13 17:50:00+00:00,long,72511.62,72169.97,SL,-1.2637,125.1077,2026-04
v3 HTF Trend,2026-04-20 09:10:00+00:00,2026-04-20 10:10:00+00:00,long,75058.43,75373.39,TP,2.5022,127.6098,2026-04
v3 HTF Trend,2026-04-20 15:25:00+00:00,2026-04-20 15:45:00+00:00,long,75747.39,75589.5,SL,-1.2761,126.3337,2026-04
v3 HTF Trend,2026-04-21 10:20:00+00:00,2026-04-21 11:10:00+00:00,long,76598.55,76429.98,SL,-1.2633,125.0704,2026-04
v3 HTF Trend,2026-04-22 13:10:00+00:00,2026-04-22 13:50:00+00:00,long,78405.64,78784.05,TP,2.5014,127.5718,2026-04
v3 HTF Trend,2026-04-22 15:35:00+00:00,2026-04-22 16:20:00+00:00,long,79307.78,79032.47,SL,-1.2757,126.2961,2026-04
v4 ATR-SL 3:1 RR,2026-02-27 14:45:00+00:00,2026-02-27 15:50:00+00:00,short,65960.27,66216.17,SL,-1.0,99.0,2026-02
v4 ATR-SL 3:1 RR,2026-02-28 22:20:00+00:00,2026-03-01 00:10:00+00:00,long,67077.66,66856.82,SL,-0.99,98.01,2026-02
v4 ATR-SL 3:1 RR,2026-03-03 18:25:00+00:00,2026-03-03 20:10:00+00:00,long,68566.45,68260.27,SL,-0.9801,97.0299,2026-03
v4 ATR-SL 3:1 RR,2026-03-03 21:55:00+00:00,2026-03-03 23:10:00+00:00,long,68064.79,68728.79,TP,2.9109,99.9408,2026-03
v4 ATR-SL 3:1 RR,2026-03-04 12:50:00+00:00,2026-03-04 14:10:00+00:00,long,71115.12,71685.09,TP,2.9982,102.939,2026-03
v4 ATR-SL 3:1 RR,2026-03-04 18:50:00+00:00,2026-03-04 20:05:00+00:00,long,73695.27,73410.31,SL,-1.0294,101.9096,2026-03
v4 ATR-SL 3:1 RR,2026-03-06 19:35:00+00:00,2026-03-06 22:40:00+00:00,short,68194.02,68390.22,SL,-1.0191,100.8905,2026-03
v4 ATR-SL 3:1 RR,2026-03-08 04:45:00+00:00,2026-03-08 05:10:00+00:00,short,66858.64,66943.3,SL,-1.0089,99.8816,2026-03
v4 ATR-SL 3:1 RR,2026-03-08 18:10:00+00:00,2026-03-08 19:15:00+00:00,short,66959.27,67166.68,SL,-0.9988,98.8828,2026-03
v4 ATR-SL 3:1 RR,2026-03-10 00:15:00+00:00,2026-03-10 00:30:00+00:00,long,68624.25,68948.26,TP,2.9665,101.8493,2026-03
v4 ATR-SL 3:1 RR,2026-03-10 04:50:00+00:00,2026-03-10 07:15:00+00:00,long,69916.36,70431.37,TP,3.0555,104.9048,2026-03
v4 ATR-SL 3:1 RR,2026-03-10 09:25:00+00:00,2026-03-10 09:45:00+00:00,long,71225.74,71015.66,SL,-1.049,103.8557,2026-03
v4 ATR-SL 3:1 RR,2026-03-15 02:00:00+00:00,2026-03-15 04:05:00+00:00,long,71263.25,71577.24,TP,3.1157,106.9714,2026-03
v4 ATR-SL 3:1 RR,2026-03-15 04:10:00+00:00,2026-03-15 04:40:00+00:00,long,71618.88,71509.8,SL,-1.0697,105.9017,2026-03
v4 ATR-SL 3:1 RR,2026-03-15 05:20:00+00:00,2026-03-15 05:50:00+00:00,long,71660.88,71517.54,SL,-1.059,104.8427,2026-03
v4 ATR-SL 3:1 RR,2026-03-15 13:55:00+00:00,2026-03-15 14:35:00+00:00,long,71545.34,71397.16,SL,-1.0484,103.7942,2026-03
v4 ATR-SL 3:1 RR,2026-03-15 22:35:00+00:00,2026-03-15 23:00:00+00:00,long,72190.77,72886.27,TP,3.1138,106.9081,2026-03
v4 ATR-SL 3:1 RR,2026-03-16 12:25:00+00:00,2026-03-16 13:30:00+00:00,long,73783.45,74139.65,TP,3.2072,110.1153,2026-03
v4 ATR-SL 3:1 RR,2026-03-19 02:55:00+00:00,2026-03-19 03:10:00+00:00,short,71050.74,71206.27,SL,-1.1012,109.0142,2026-03
v4 ATR-SL 3:1 RR,2026-03-19 10:35:00+00:00,2026-03-19 11:55:00+00:00,short,70259.09,69915.0,TP,3.2704,112.2846,2026-03
v4 ATR-SL 3:1 RR,2026-03-20 16:40:00+00:00,2026-03-20 18:00:00+00:00,short,69778.95,69977.21,SL,-1.1228,111.1617,2026-03
v4 ATR-SL 3:1 RR,2026-03-21 21:10:00+00:00,2026-03-21 23:25:00+00:00,short,70364.41,70134.42,TP,3.3349,114.4966,2026-03
v4 ATR-SL 3:1 RR,2026-03-22 10:40:00+00:00,2026-03-22 11:40:00+00:00,short,68616.57,68345.31,TP,3.4349,117.9315,2026-03
v4 ATR-SL 3:1 RR,2026-03-22 13:40:00+00:00,2026-03-22 13:55:00+00:00,short,68583.57,68732.06,SL,-1.1793,116.7522,2026-03
v4 ATR-SL 3:1 RR,2026-03-23 13:50:00+00:00,2026-03-23 15:25:00+00:00,long,71348.94,70920.84,SL,-1.1675,115.5847,2026-03
v4 ATR-SL 3:1 RR,2026-03-23 16:45:00+00:00,2026-03-24 04:30:00+00:00,long,70680.66,70343.0,SL,-1.1558,114.4288,2026-03
v4 ATR-SL 3:1 RR,2026-03-25 10:05:00+00:00,2026-03-25 11:20:00+00:00,long,71380.99,71684.23,TP,3.4329,117.8617,2026-03
v4 ATR-SL 3:1 RR,2026-03-25 13:00:00+00:00,2026-03-25 14:00:00+00:00,long,71759.34,71500.3,SL,-1.1786,116.6831,2026-03
v4 ATR-SL 3:1 RR,2026-03-26 08:25:00+00:00,2026-03-26 08:55:00+00:00,short,69824.25,69978.73,SL,-1.1668,115.5162,2026-03
v4 ATR-SL 3:1 RR,2026-03-26 09:30:00+00:00,2026-03-26 13:45:00+00:00,short,69518.16,69681.83,SL,-1.1552,114.3611,2026-03
v4 ATR-SL 3:1 RR,2026-03-26 17:50:00+00:00,2026-03-26 18:00:00+00:00,short,68735.6,68365.4,TP,3.4308,117.7919,2026-03
v4 ATR-SL 3:1 RR,2026-03-29 19:45:00+00:00,2026-03-29 20:05:00+00:00,short,66360.59,66425.31,SL,-1.1779,116.614,2026-03
v4 ATR-SL 3:1 RR,2026-04-01 00:55:00+00:00,2026-04-01 01:20:00+00:00,long,68230.67,68023.95,SL,-1.1661,115.4478,2026-04
v4 ATR-SL 3:1 RR,2026-04-02 08:10:00+00:00,2026-04-02 09:00:00+00:00,short,66709.18,66353.02,TP,3.4634,118.9113,2026-04
v4 ATR-SL 3:1 RR,2026-04-05 04:50:00+00:00,2026-04-05 05:50:00+00:00,short,67083.77,66966.85,TP,3.5673,122.4786,2026-04
v4 ATR-SL 3:1 RR,2026-04-05 20:25:00+00:00,2026-04-05 22:00:00+00:00,long,67456.49,67691.09,TP,3.6744,126.153,2026-04
v4 ATR-SL 3:1 RR,2026-04-05 22:45:00+00:00,2026-04-05 23:15:00+00:00,long,68008.4,68821.89,TP,3.7846,129.9376,2026-04
v4 ATR-SL 3:1 RR,2026-04-06 04:45:00+00:00,2026-04-06 06:20:00+00:00,long,69150.73,69002.53,SL,-1.2994,128.6382,2026-04
v4 ATR-SL 3:1 RR,2026-04-06 13:40:00+00:00,2026-04-06 14:05:00+00:00,long,69367.76,69211.2,SL,-1.2864,127.3518,2026-04
v4 ATR-SL 3:1 RR,2026-04-06 14:15:00+00:00,2026-04-06 15:45:00+00:00,long,69372.76,69835.41,TP,3.8206,131.1723,2026-04
v4 ATR-SL 3:1 RR,2026-04-07 19:45:00+00:00,2026-04-07 20:00:00+00:00,long,68885.13,69341.69,TP,3.9352,135.1075,2026-04
v4 ATR-SL 3:1 RR,2026-04-08 08:15:00+00:00,2026-04-08 08:40:00+00:00,long,71762.02,71661.44,SL,-1.3511,133.7564,2026-04
v4 ATR-SL 3:1 RR,2026-04-08 08:55:00+00:00,2026-04-08 09:40:00+00:00,long,71759.05,71636.37,SL,-1.3376,132.4189,2026-04
v4 ATR-SL 3:1 RR,2026-04-08 11:50:00+00:00,2026-04-08 12:55:00+00:00,long,71702.69,72078.86,TP,3.9726,136.3914,2026-04
v4 ATR-SL 3:1 RR,2026-04-09 17:10:00+00:00,2026-04-09 17:30:00+00:00,long,72428.06,72138.14,SL,-1.3639,135.0275,2026-04
v4 ATR-SL 3:1 RR,2026-04-10 00:10:00+00:00,2026-04-10 01:35:00+00:00,long,71815.31,72332.38,TP,4.0508,139.0784,2026-04
v4 ATR-SL 3:1 RR,2026-04-10 20:50:00+00:00,2026-04-10 21:15:00+00:00,long,73273.16,73104.71,SL,-1.3908,137.6876,2026-04
v4 ATR-SL 3:1 RR,2026-04-12 14:50:00+00:00,2026-04-12 15:40:00+00:00,short,70784.45,70897.93,SL,-1.3769,136.3107,2026-04
v4 ATR-SL 3:1 RR,2026-04-13 13:45:00+00:00,2026-04-13 14:45:00+00:00,long,71337.41,72044.55,TP,4.0893,140.4,2026-04
v4 ATR-SL 3:1 RR,2026-04-13 17:30:00+00:00,2026-04-13 17:50:00+00:00,long,72511.62,72169.97,SL,-1.404,138.996,2026-04
v4 ATR-SL 3:1 RR,2026-04-20 09:10:00+00:00,2026-04-20 15:25:00+00:00,long,75058.43,75747.39,TP,4.1699,143.1659,2026-04
v4 ATR-SL 3:1 RR,2026-04-21 10:20:00+00:00,2026-04-21 11:10:00+00:00,long,76598.55,76429.98,SL,-1.4317,141.7342,2026-04
v4 ATR-SL 3:1 RR,2026-04-22 13:10:00+00:00,2026-04-22 14:10:00+00:00,long,78405.64,79095.04,TP,4.252,145.9863,2026-04
v4 ATR-SL 3:1 RR,2026-04-22 15:35:00+00:00,2026-04-22 16:25:00+00:00,long,79307.78,78972.42,SL,-1.4599,144.5264,2026-04
v5 Best-of,2026-03-03 18:25:00+00:00,2026-03-03 19:05:00+00:00,long,68566.45,68421.19,SL,-1.0,99.0,2026-03
v5 Best-of,2026-03-04 12:50:00+00:00,2026-03-04 13:05:00+00:00,long,71115.12,71594.09,TP,2.475,101.475,2026-03
v5 Best-of,2026-03-04 18:50:00+00:00,2026-03-04 20:05:00+00:00,long,73695.27,73410.31,SL,-1.0148,100.4602,2026-03
v5 Best-of,2026-03-08 18:10:00+00:00,2026-03-08 19:15:00+00:00,short,66959.27,67166.68,SL,-1.0046,99.4556,2026-03
v5 Best-of,2026-03-10 07:05:00+00:00,2026-03-10 08:05:00+00:00,long,70203.55,70914.66,TP,2.4864,101.942,2026-03
v5 Best-of,2026-03-16 12:25:00+00:00,2026-03-16 13:35:00+00:00,long,73783.45,74261.07,TP,2.5486,104.4906,2026-03
v5 Best-of,2026-03-19 10:35:00+00:00,2026-03-19 12:00:00+00:00,short,70259.09,69877.57,TP,2.6123,107.1029,2026-03
v5 Best-of,2026-03-22 10:40:00+00:00,2026-03-22 11:50:00+00:00,short,68616.57,68252.08,TP,2.6776,109.7804,2026-03
