strategy,entry_time,exit_time,direction,entry,exit,result,risk_used,pnl,capital,streak
U2. Momentum Score,2026-03-19 14:20:00+00:00,2026-03-19 14:40:00+00:00,short,69308.78,69335.55,BE 〰,0.9345,0.0,93.4544,1
U2. Momentum Score,2026-03-19 15:25:00+00:00,2026-03-19 15:50:00+00:00,short,69250.7,69384.96,SL ❌,0.9345,-0.9345,92.5198,-1
U2. Momentum Score,2026-03-19 16:10:00+00:00,2026-03-19 16:20:00+00:00,short,69264.61,69429.42,SL ❌,0.9252,-0.9252,91.5946,-2
U2. Momentum Score,2026-03-19 17:05:00+00:00,2026-03-19 17:15:00+00:00,short,69220.39,69367.39,SL ❌,0.458,-0.458,91.1367,-3
U2. Momentum Score,2026-03-20 10:55:00+00:00,2026-03-20 11:35:00+00:00,long,70606.2,70411.9,SL ❌,0.4557,-0.4557,90.681,-4
U2. Momentum Score,2026-03-20 11:40:00+00:00,2026-03-20 12:05:00+00:00,short,70396.48,70647.55,SL ❌,0.4534,-0.4534,90.2276,-5
U2. Momentum Score,2026-03-20 12:20:00+00:00,2026-03-20 12:25:00+00:00,long,70627.22,70463.4,SL ❌,0.4511,-0.4511,89.7765,-6
U2. Momentum Score,2026-03-20 13:30:00+00:00,2026-03-20 13:40:00+00:00,short,70031.23,70305.11,SL ❌,0.4489,-0.4489,89.3276,-7
U2. Momentum Score,2026-03-20 14:45:00+00:00,2026-03-20 15:05:00+00:00,short,69952.77,69522.09,TP ✅,0.4466,1.1166,90.4442,1
U2. Momentum Score,2026-03-20 15:55:00+00:00,2026-03-20 16:10:00+00:00,short,69812.22,70021.69,SL ❌,0.9044,-0.9044,89.5397,-1
U2. Momentum Score,2026-03-20 16:35:00+00:00,2026-03-20 16:55:00+00:00,short,69705.88,69862.08,SL ❌,0.8954,-0.8954,88.6443,-2
U2. Momentum Score,2026-03-20 17:10:00+00:00,2026-03-20 17:35:00+00:00,short,69783.48,69511.47,TP ✅,0.4432,1.1081,89.7524,1
U2. Momentum Score,2026-03-20 18:25:00+00:00,2026-03-20 18:50:00+00:00,short,69700.52,69823.45,SL ❌,0.8975,-0.8975,88.8549,-1
U2. Momentum Score,2026-03-20 20:30:00+00:00,2026-03-20 20:40:00+00:00,short,69826.31,69917.7,SL ❌,0.8885,-0.8885,87.9663,-2
U2. Momentum Score,2026-03-21 08:10:00+00:00,2026-03-21 08:20:00+00:00,short,70710.38,70542.97,TP ✅,0.4398,1.0996,89.0659,1
U2. Momentum Score,2026-03-21 10:10:00+00:00,2026-03-21 12:00:00+00:00,short,70613.4,70676.37,SL ❌,0.8907,-0.8907,88.1752,-1
U2. Momentum Score,2026-03-21 13:55:00+00:00,2026-03-21 14:05:00+00:00,long,70725.48,70799.83,TP ✅,0.8818,2.2044,90.3796,1
U2. Momentum Score,2026-03-21 14:55:00+00:00,2026-03-21 15:30:00+00:00,short,70592.34,70734.1,SL ❌,0.9038,-0.9038,89.4758,-1
U2. Momentum Score,2026-03-21 15:35:00+00:00,2026-03-21 16:25:00+00:00,short,70663.52,70353.84,TP ✅,0.8948,2.2369,91.7127,1
U2. Momentum Score,2026-03-21 17:40:00+00:00,2026-03-21 18:35:00+00:00,short,70398.55,70451.95,SL ❌,0.9171,-0.9171,90.7956,-1
U2. Momentum Score,2026-03-21 19:30:00+00:00,2026-03-21 20:20:00+00:00,short,70367.92,70455.83,SL ❌,0.908,-0.908,89.8876,-2
U2. Momentum Score,2026-03-22 09:15:00+00:00,2026-03-22 09:20:00+00:00,short,68668.9,68762.75,SL ❌,0.4494,-0.4494,89.4382,-3
U2. Momentum Score,2026-03-22 10:05:00+00:00,2026-03-22 11:25:00+00:00,short,68712.77,68422.95,TP ✅,0.4472,1.118,90.5562,1
U2. Momentum Score,2026-03-22 13:40:00+00:00,2026-03-22 13:45:00+00:00,short,68583.57,68666.62,SL ❌,0.9056,-0.9056,89.6506,-1
U2. Momentum Score,2026-03-22 14:00:00+00:00,2026-03-22 14:05:00+00:00,short,68574.56,68656.35,SL ❌,0.8965,-0.8965,88.7541,-2
U2. Momentum Score,2026-03-22 14:20:00+00:00,2026-03-22 14:30:00+00:00,long,68868.82,68794.43,SL ❌,0.4438,-0.4438,88.3103,-3
U2. Momentum Score,2026-03-22 15:05:00+00:00,2026-03-22 15:35:00+00:00,long,68875.44,68756.6,SL ❌,0.4416,-0.4416,87.8688,-4
U2. Momentum Score,2026-03-22 15:40:00+00:00,2026-03-22 15:50:00+00:00,short,68750.56,68812.14,SL ❌,0.4393,-0.4393,87.4294,-5
U2. Momentum Score,2026-03-22 16:20:00+00:00,2026-03-22 16:50:00+00:00,short,68766.66,68834.44,SL ❌,0.4371,-0.4371,86.9923,-6
U2. Momentum Score,2026-03-22 17:35:00+00:00,2026-03-22 18:35:00+00:00,short,68699.15,68455.22,TP ✅,0.435,1.0874,88.0797,1
U2. Momentum Score,2026-03-22 20:25:00+00:00,2026-03-22 20:50:00+00:00,short,68307.74,68123.08,TP ✅,0.8808,2.202,90.2817,2
U2. Momentum Score,2026-03-23 09:05:00+00:00,2026-03-23 09:35:00+00:00,short,68250.84,67975.23,TP ✅,1.3542,3.3856,93.6672,3
U2. Momentum Score,2026-03-23 10:05:00+00:00,2026-03-23 10:20:00+00:00,long,68483.61,68410.55,SL ❌,1.8733,-1.8733,91.7939,-1
U2. Momentum Score,2026-03-23 12:20:00+00:00,2026-03-23 13:40:00+00:00,long,70372.92,71324.69,TP ✅,0.9179,2.2948,94.0887,1
U2. Momentum Score,2026-03-23 14:55:00+00:00,2026-03-23 15:10:00+00:00,long,71365.32,71389.07,BE 〰,0.9409,0.0,94.0887,1
U2. Momentum Score,2026-03-23 17:00:00+00:00,2026-03-23 17:20:00+00:00,long,70545.01,70432.61,SL ❌,0.9409,-0.9409,93.1479,-1
U2. Momentum Score,2026-03-23 17:25:00+00:00,2026-03-23 17:35:00+00:00,long,70576.17,70988.38,TP ✅,0.9315,2.3287,95.4766,1
U2. Momentum Score,2026-03-23 19:25:00+00:00,2026-03-23 19:35:00+00:00,long,71041.94,70942.63,SL ❌,0.9548,-0.9548,94.5218,-1
U2. Momentum Score,2026-03-23 20:35:00+00:00,2026-03-23 21:10:00+00:00,long,70911.94,70845.17,SL ❌,0.9452,-0.9452,93.5766,-2
U2. Momentum Score,2026-03-24 08:35:00+00:00,2026-03-24 08:55:00+00:00,long,71027.02,70915.66,SL ❌,0.4679,-0.4679,93.1087,-3
U2. Momentum Score,2026-03-24 09:00:00+00:00,2026-03-24 09:40:00+00:00,long,70978.34,71206.3,TP ✅,0.4655,1.1639,94.2725,1
U2. Momentum Score,2026-03-24 11:40:00+00:00,2026-03-24 11:50:00+00:00,long,71277.16,71038.44,SL ❌,0.9427,-0.9427,93.3298,-1
U2. Momentum Score,2026-03-24 15:30:00+00:00,2026-03-24 15:35:00+00:00,short,69799.03,70067.91,SL ❌,0.9333,-0.9333,92.3965,-2
U2. Momentum Score,2026-03-24 15:55:00+00:00,2026-03-24 16:40:00+00:00,short,69875.77,69527.55,TP ✅,0.462,1.155,93.5515,1
