entry_time,exit_time,direction,entry_fill,exit_fill,result,pnl,capital,risk_pct
2025-03-17 17:10:00+00:00,2025-03-18 04:45:00+00:00,long,83777.36,82931.29,SL,-0.9763,95.698,1.0
2025-03-18 06:05:00+00:00,2025-03-19 10:00:00+00:00,short,82806.0,83642.42,SL,-0.9666,94.7314,1.0
2025-03-19 10:30:00+00:00,2025-03-19 18:55:00+00:00,long,83768.73,85435.56,TP,1.885,96.6163,1.0
2025-03-19 20:00:00+00:00,2025-03-20 00:05:00+00:00,long,85689.45,87394.5,TP,1.9225,98.5388,1.0
2025-03-20 07:05:00+00:00,2025-03-20 15:35:00+00:00,long,85855.96,84988.91,SL,-0.9951,97.5437,1.0
2025-03-21 08:30:00+00:00,2025-03-23 11:00:00+00:00,short,83733.49,84579.28,SL,-0.9853,96.5584,1.0
2025-03-23 13:20:00+00:00,2025-03-24 04:00:00+00:00,long,84948.71,86639.02,TP,1.9213,98.4797,1.0
2025-03-24 05:15:00+00:00,2025-03-26 19:05:00+00:00,long,87017.41,86138.62,SL,-0.9945,97.4852,1.0
2025-03-27 09:50:00+00:00,2025-03-27 13:15:00+00:00,long,87514.04,86630.24,SL,-0.9845,96.5007,1.0
2025-03-27 20:40:00+00:00,2025-03-28 04:35:00+00:00,long,87324.16,86442.27,SL,-0.9746,95.5261,1.0
2025-03-28 06:50:00+00:00,2025-03-28 15:05:00+00:00,short,85747.38,84040.84,TP,1.9012,97.4273,1.0
2025-03-28 16:10:00+00:00,2025-03-29 11:35:00+00:00,short,83882.94,82213.5,TP,1.939,99.3663,1.0
2025-03-29 16:30:00+00:00,2025-03-30 02:35:00+00:00,short,82423.46,83256.02,SL,-1.0037,98.3626,1.0
2025-03-30 04:50:00+00:00,2025-03-30 16:30:00+00:00,long,83292.74,82451.57,SL,-0.9934,97.3692,1.0
2025-03-30 21:35:00+00:00,2025-03-31 14:10:00+00:00,short,82491.75,83325.0,SL,-0.9835,96.3857,1.0
2025-04-01 04:35:00+00:00,2025-04-01 15:10:00+00:00,long,83195.66,84851.09,TP,1.9179,98.3035,1.0
2025-04-01 18:55:00+00:00,2025-04-02 05:15:00+00:00,long,85135.19,84275.41,SL,-0.9928,97.3108,1.0
2025-04-02 13:30:00+00:00,2025-04-02 15:30:00+00:00,long,85129.39,86823.3,TP,1.9363,99.2471,1.0
2025-04-03 14:45:00+00:00,2025-04-03 20:50:00+00:00,short,81531.13,82354.67,SL,-1.0025,98.2446,1.0
2025-04-04 07:10:00+00:00,2025-04-04 10:50:00+00:00,long,83531.19,82687.61,SL,-0.9922,97.2524,1.0
2025-04-04 13:35:00+00:00,2025-04-04 13:55:00+00:00,short,82403.83,83236.19,SL,-0.9823,96.2701,1.0
2025-04-04 14:30:00+00:00,2025-04-04 15:00:00+00:00,short,82407.75,83240.15,SL,-0.9724,95.2976,1.0
2025-04-04 17:20:00+00:00,2025-04-05 13:45:00+00:00,long,83448.34,82605.6,SL,-0.9624,94.3352,1.0
2025-04-05 15:25:00+00:00,2025-04-05 23:50:00+00:00,short,82646.72,83481.54,SL,-0.9529,93.3823,1.0
