strategy,entry_time,exit_time,direction,entry,exit,result,pnl,capital
S3. Breakout + Momentum,2023-12-18 10:25:00+00:00,2023-12-18 10:55:00+00:00,short,40721.1,40823.5,SL ❌,-0.7281,72.0786
S3. Breakout + Momentum,2023-12-18 11:10:00+00:00,2023-12-18 11:15:00+00:00,long,41180.0,41072.01,SL ❌,-0.7208,71.3579
S3. Breakout + Momentum,2023-12-18 13:30:00+00:00,2023-12-18 14:25:00+00:00,long,41285.0,41506.58,TP ✅,1.4272,72.785
S3. Breakout + Momentum,2023-12-18 14:30:00+00:00,2023-12-18 15:05:00+00:00,long,41628.31,41464.32,SL ❌,-0.7278,72.0572
S3. Breakout + Momentum,2023-12-18 19:05:00+00:00,2023-12-18 20:15:00+00:00,long,41701.25,41616.0,SL ❌,-0.7206,71.3366
S3. Breakout + Momentum,2023-12-18 20:40:00+00:00,2023-12-18 21:00:00+00:00,long,41883.31,42143.53,TP ✅,1.4267,72.7633
S3. Breakout + Momentum,2023-12-18 21:05:00+00:00,2023-12-18 21:45:00+00:00,long,42396.26,42691.73,TP ✅,1.4553,74.2186
S3. Breakout + Momentum,2023-12-19 01:45:00+00:00,2023-12-19 01:50:00+00:00,long,43031.56,43239.51,TP ✅,1.4844,75.703
S3. Breakout + Momentum,2023-12-19 01:55:00+00:00,2023-12-19 02:00:00+00:00,long,43314.99,43224.09,SL ❌,-0.757,74.9459
S3. Breakout + Momentum,2023-12-19 04:30:00+00:00,2023-12-19 07:10:00+00:00,short,42914.36,43007.96,SL ❌,-0.7495,74.1965
S3. Breakout + Momentum,2023-12-19 07:45:00+00:00,2023-12-19 10:15:00+00:00,long,43068.76,42954.02,SL ❌,-0.742,73.4545
S3. Breakout + Momentum,2023-12-19 10:40:00+00:00,2023-12-19 11:15:00+00:00,long,43209.99,43081.66,SL ❌,-0.7345,72.72
S3. Breakout + Momentum,2023-12-19 14:05:00+00:00,2023-12-19 14:45:00+00:00,short,42746.67,42475.39,TP ✅,1.4544,74.1744
S3. Breakout + Momentum,2023-12-19 14:50:00+00:00,2023-12-19 15:00:00+00:00,short,42301.24,42458.01,SL ❌,-0.7417,73.4326
S3. Breakout + Momentum,2023-12-19 17:05:00+00:00,2023-12-19 17:20:00+00:00,short,42106.11,41901.1,TP ✅,1.4687,74.9013
S3. Breakout + Momentum,2023-12-19 19:30:00+00:00,2023-12-19 19:35:00+00:00,long,42458.79,42282.39,SL ❌,-0.749,74.1523
S3. Breakout + Momentum,2023-12-20 02:05:00+00:00,2023-12-20 02:20:00+00:00,short,42234.0,42370.91,SL ❌,-0.7415,73.4107
S3. Breakout + Momentum,2023-12-20 04:15:00+00:00,2023-12-20 04:50:00+00:00,long,42559.75,42741.5,TP ✅,1.4682,74.8789
S3. Breakout + Momentum,2023-12-20 04:55:00+00:00,2023-12-20 05:05:00+00:00,long,42812.97,42691.1,SL ❌,-0.7488,74.1302
S3. Breakout + Momentum,2023-12-20 06:20:00+00:00,2023-12-20 06:30:00+00:00,long,42982.51,42866.0,SL ❌,-0.7413,73.3889
S3. Breakout + Momentum,2023-12-20 09:45:00+00:00,2023-12-20 10:10:00+00:00,short,42742.31,42852.62,SL ❌,-0.7339,72.655
S3. Breakout + Momentum,2023-12-20 13:00:00+00:00,2023-12-20 13:20:00+00:00,long,43058.48,43280.0,TP ✅,1.4531,74.1081
S3. Breakout + Momentum,2023-12-20 13:25:00+00:00,2023-12-20 13:30:00+00:00,long,43396.68,43286.46,SL ❌,-0.7411,73.367
S3. Breakout + Momentum,2023-12-20 13:45:00+00:00,2023-12-20 14:00:00+00:00,long,43656.14,43900.0,TP ✅,1.4673,74.8343
S3. Breakout + Momentum,2023-12-20 14:25:00+00:00,2023-12-20 14:40:00+00:00,long,44078.63,43956.88,SL ❌,-0.7483,74.086
S3. Breakout + Momentum,2023-12-20 16:55:00+00:00,2023-12-20 17:20:00+00:00,short,43691.51,43811.05,SL ❌,-0.7409,73.3451
S3. Breakout + Momentum,2023-12-20 19:40:00+00:00,2023-12-20 20:00:00+00:00,short,43866.23,43557.82,TP ✅,1.4669,74.812
S3. Breakout + Momentum,2023-12-20 20:05:00+00:00,2023-12-20 20:10:00+00:00,short,43377.24,43549.82,SL ❌,-0.7481,74.0639
S3. Breakout + Momentum,2023-12-21 01:00:00+00:00,2023-12-21 02:20:00+00:00,short,43442.23,43533.17,SL ❌,-0.7406,73.3233
S3. Breakout + Momentum,2023-12-21 03:15:00+00:00,2023-12-21 05:45:00+00:00,long,43633.55,43500.01,SL ❌,-0.7332,72.59
S3. Breakout + Momentum,2023-12-21 06:55:00+00:00,2023-12-21 08:55:00+00:00,long,43808.04,43678.61,SL ❌,-0.7259,71.8641
S3. Breakout + Momentum,2023-12-21 10:45:00+00:00,2023-12-21 12:15:00+00:00,long,43906.2,44099.0,TP ✅,1.4373,73.3014
S3. Breakout + Momentum,2023-12-21 14:10:00+00:00,2023-12-21 14:40:00+00:00,short,43898.01,43663.31,TP ✅,1.466,74.7674
S3. Breakout + Momentum,2023-12-21 14:55:00+00:00,2023-12-21 15:10:00+00:00,short,43519.73,43655.35,SL ❌,-0.7477,74.0198
S3. Breakout + Momentum,2023-12-21 17:45:00+00:00,2023-12-21 18:00:00+00:00,short,43400.01,43561.07,SL ❌,-0.7402,73.2796
S3. Breakout + Momentum,2023-12-21 19:05:00+00:00,2023-12-21 19:15:00+00:00,long,43688.01,43565.97,SL ❌,-0.7328,72.5468
S3. Breakout + Momentum,2023-12-21 21:35:00+00:00,2023-12-21 23:15:00+00:00,long,43978.33,43884.16,SL ❌,-0.7255,71.8213
S3. Breakout + Momentum,2023-12-22 01:05:00+00:00,2023-12-22 01:35:00+00:00,long,43949.95,44199.81,TP ✅,1.4364,73.2577
S3. Breakout + Momentum,2023-12-22 01:45:00+00:00,2023-12-22 01:50:00+00:00,long,44249.26,44111.11,SL ❌,-0.7326,72.5252
S3. Breakout + Momentum,2023-12-22 05:45:00+00:00,2023-12-22 06:00:00+00:00,long,44211.95,44107.29,SL ❌,-0.7253,71.7999
S3. Breakout + Momentum,2023-12-22 06:30:00+00:00,2023-12-22 06:35:00+00:00,long,44390.0,44203.96,SL ❌,-0.718,71.0819
S3. Breakout + Momentum,2023-12-22 06:40:00+00:00,2023-12-22 07:30:00+00:00,short,43984.0,43801.56,TP ✅,1.4216,72.5035
S3. Breakout + Momentum,2023-12-22 09:15:00+00:00,2023-12-22 09:25:00+00:00,short,43506.57,43597.34,SL ❌,-0.725,71.7785
S3. Breakout + Momentum,2023-12-22 12:10:00+00:00,2023-12-22 13:25:00+00:00,short,43577.44,43666.0,SL ❌,-0.7178,71.0607
S3. Breakout + Momentum,2023-12-22 14:20:00+00:00,2023-12-22 14:35:00+00:00,short,43423.59,43534.5,SL ❌,-0.7106,70.3501
S3. Breakout + Momentum,2023-12-22 18:20:00+00:00,2023-12-22 18:50:00+00:00,long,43796.46,43991.99,TP ✅,1.407,71.7571
S3. Breakout + Momentum,2023-12-22 23:05:00+00:00,2023-12-23 01:15:00+00:00,long,43880.12,43759.79,SL ❌,-0.7176,71.0395
S3. Breakout + Momentum,2023-12-23 01:55:00+00:00,2023-12-23 04:00:00+00:00,short,43638.46,43441.65,TP ✅,1.4208,72.4603
S3. Breakout + Momentum,2023-12-23 04:05:00+00:00,2023-12-23 04:25:00+00:00,short,43356.75,43450.0,SL ❌,-0.7246,71.7357
S3. Breakout + Momentum,2023-12-23 05:55:00+00:00,2023-12-23 11:15:00+00:00,long,43605.97,43498.36,SL ❌,-0.7174,71.0184
S3. Breakout + Momentum,2023-12-23 12:05:00+00:00,2023-12-24 01:05:00+00:00,long,43672.52,43856.48,TP ✅,1.4204,72.4387
S3. Breakout + Momentum,2023-12-24 04:05:00+00:00,2023-12-24 04:40:00+00:00,long,43914.99,43784.36,SL ❌,-0.7244,71.7144
S3. Breakout + Momentum,2023-12-24 05:25:00+00:00,2023-12-24 06:05:00+00:00,short,43651.73,43469.29,TP ✅,1.4343,73.1486
S3. Breakout + Momentum,2023-12-24 09:40:00+00:00,2023-12-24 10:15:00+00:00,long,43684.99,43537.42,SL ❌,-0.7315,72.4172
S3. Breakout + Momentum,2023-12-24 10:35:00+00:00,2023-12-24 10:50:00+00:00,short,43467.31,43600.03,SL ❌,-0.7242,71.693
S3. Breakout + Momentum,2023-12-24 13:25:00+00:00,2023-12-24 16:00:00+00:00,long,43721.93,43572.19,SL ❌,-0.7169,70.9761
S3. Breakout + Momentum,2023-12-24 16:05:00+00:00,2023-12-24 16:20:00+00:00,short,43558.71,43662.56,SL ❌,-0.7098,70.2663
S3. Breakout + Momentum,2023-12-24 19:35:00+00:00,2023-12-24 22:10:00+00:00,short,43569.39,43043.32,TP ✅,1.4053,71.6716
S3. Breakout + Momentum,2023-12-24 22:15:00+00:00,2023-12-24 22:20:00+00:00,short,42913.18,43131.68,SL ❌,-0.7167,70.9549
S3. Breakout + Momentum,2023-12-25 00:40:00+00:00,2023-12-25 00:50:00+00:00,short,42756.0,42858.0,SL ❌,-0.7095,70.2454
S3. Breakout + Momentum,2023-12-25 03:15:00+00:00,2023-12-25 06:20:00+00:00,long,43111.7,43290.0,TP ✅,1.4049,71.6503
S3. Breakout + Momentum,2023-12-25 08:45:00+00:00,2023-12-25 12:45:00+00:00,short,43165.94,43330.0,SL ❌,-0.7165,70.9338
S3. Breakout + Momentum,2023-12-25 12:55:00+00:00,2023-12-25 13:35:00+00:00,long,43648.02,43535.79,SL ❌,-0.7093,70.2244
S3. Breakout + Momentum,2023-12-25 16:40:00+00:00,2023-12-25 17:20:00+00:00,short,43510.51,43641.85,SL ❌,-0.7022,69.5222
S3. Breakout + Momentum,2023-12-25 18:50:00+00:00,2023-12-25 22:00:00+00:00,short,43463.88,43578.23,SL ❌,-0.6952,68.827
S3. Breakout + Momentum,2023-12-25 22:15:00+00:00,2023-12-25 23:15:00+00:00,long,43710.44,43599.02,SL ❌,-0.6883,68.1387
S3. Breakout + Momentum,2023-12-26 05:10:00+00:00,2023-12-26 05:30:00+00:00,short,43232.97,42872.77,TP ✅,1.3628,69.5015
S3. Breakout + Momentum,2023-12-26 05:35:00+00:00,2023-12-26 09:40:00+00:00,short,42770.04,42557.95,TP ✅,1.39,70.8915
S3. Breakout + Momentum,2023-12-26 09:45:00+00:00,2023-12-26 10:05:00+00:00,short,42392.0,42528.0,SL ❌,-0.7089,70.1826
S3. Breakout + Momentum,2023-12-26 12:45:00+00:00,2023-12-26 13:25:00+00:00,long,42776.24,42675.25,SL ❌,-0.7018,69.4808
S3. Breakout + Momentum,2023-12-26 14:55:00+00:00,2023-12-26 15:30:00+00:00,short,42600.0,42711.5,SL ❌,-0.6948,68.7859
S3. Breakout + Momentum,2023-12-26 17:35:00+00:00,2023-12-26 17:40:00+00:00,short,41777.43,41979.25,SL ❌,-0.6879,68.0981
S3. Breakout + Momentum,2023-12-26 22:05:00+00:00,2023-12-27 02:40:00+00:00,long,42392.6,42270.0,SL ❌,-0.681,67.4171
S3. Breakout + Momentum,2023-12-27 02:50:00+00:00,2023-12-27 05:10:00+00:00,short,42258.66,42414.01,SL ❌,-0.6742,66.7429
S3. Breakout + Momentum,2023-12-27 05:50:00+00:00,2023-12-27 08:30:00+00:00,long,42446.62,42657.7,TP ✅,1.3349,68.0778
S3. Breakout + Momentum,2023-12-27 08:40:00+00:00,2023-12-27 09:15:00+00:00,long,42730.15,42640.38,SL ❌,-0.6808,67.397
S3. Breakout + Momentum,2023-12-27 10:20:00+00:00,2023-12-27 10:35:00+00:00,long,42878.84,43136.38,TP ✅,1.3479,68.745
S3. Breakout + Momentum,2023-12-27 10:40:00+00:00,2023-12-27 11:05:00+00:00,long,43198.01,43088.83,SL ❌,-0.6875,68.0575
S3. Breakout + Momentum,2023-12-27 18:50:00+00:00,2023-12-27 19:05:00+00:00,long,43162.0,43073.93,SL ❌,-0.6806,67.3769
S3. Breakout + Momentum,2023-12-27 20:20:00+00:00,2023-12-27 20:35:00+00:00,long,43258.08,43444.0,TP ✅,1.3475,68.7245
S3. Breakout + Momentum,2023-12-27 20:40:00+00:00,2023-12-27 21:00:00+00:00,long,43462.01,43369.23,SL ❌,-0.6872,68.0372
S3. Breakout + Momentum,2023-12-27 22:10:00+00:00,2023-12-27 22:20:00+00:00,long,43624.01,43500.66,SL ❌,-0.6804,67.3568
S3. Breakout + Momentum,2023-12-28 00:30:00+00:00,2023-12-28 01:45:00+00:00,long,43605.38,43502.04,SL ❌,-0.6736,66.6833
S3. Breakout + Momentum,2023-12-28 04:15:00+00:00,2023-12-28 04:40:00+00:00,long,43550.0,43381.46,SL ❌,-0.6668,66.0164
S3. Breakout + Momentum,2023-12-28 05:05:00+00:00,2023-12-28 06:25:00+00:00,short,43284.0,43048.99,TP ✅,1.3203,67.3368
S3. Breakout + Momentum,2023-12-28 07:25:00+00:00,2023-12-28 07:40:00+00:00,short,42848.0,42945.4,SL ❌,-0.6734,66.6634
S3. Breakout + Momentum,2023-12-28 12:30:00+00:00,2023-12-28 13:10:00+00:00,short,42908.32,42680.02,TP ✅,1.3333,67.9967
S3. Breakout + Momentum,2023-12-28 14:45:00+00:00,2023-12-28 16:00:00+00:00,short,42580.01,42341.98,TP ✅,1.3599,69.3566
S3. Breakout + Momentum,2023-12-28 21:45:00+00:00,2023-12-28 21:55:00+00:00,short,42361.85,42454.0,SL ❌,-0.6936,68.663
S3. Breakout + Momentum,2023-12-28 23:25:00+00:00,2023-12-28 23:50:00+00:00,long,42698.56,42586.25,SL ❌,-0.6866,67.9764
S3. Breakout + Momentum,2023-12-29 00:50:00+00:00,2023-12-29 01:15:00+00:00,short,42429.72,42514.99,SL ❌,-0.6798,67.2966
S3. Breakout + Momentum,2023-12-29 02:45:00+00:00,2023-12-29 03:15:00+00:00,long,42603.78,42471.82,SL ❌,-0.673,66.6237
S3. Breakout + Momentum,2023-12-29 03:35:00+00:00,2023-12-29 04:20:00+00:00,long,42727.99,42628.01,SL ❌,-0.6662,65.9574
S3. Breakout + Momentum,2023-12-29 07:15:00+00:00,2023-12-29 07:35:00+00:00,short,42458.24,42259.93,TP ✅,1.3191,67.2766
S3. Breakout + Momentum,2023-12-29 11:15:00+00:00,2023-12-29 13:15:00+00:00,long,42850.01,42739.39,SL ❌,-0.6728,66.6038
S3. Breakout + Momentum,2023-12-29 14:35:00+00:00,2023-12-29 15:05:00+00:00,long,42997.02,42890.09,SL ❌,-0.666,65.9378
S3. Breakout + Momentum,2023-12-29 15:15:00+00:00,2023-12-29 15:40:00+00:00,short,42703.51,42527.56,TP ✅,1.3188,67.2565
S3. Breakout + Momentum,2023-12-29 15:45:00+00:00,2023-12-29 15:50:00+00:00,short,42402.15,42195.0,TP ✅,1.3451,68.6017
S3. Breakout + Momentum,2023-12-29 17:05:00+00:00,2023-12-29 17:10:00+00:00,short,41800.87,41885.79,SL ❌,-0.686,67.9157
S3. Breakout + Momentum,2023-12-29 21:10:00+00:00,2023-12-29 21:15:00+00:00,long,42198.31,42039.92,SL ❌,-0.6792,67.2365
S3. Breakout + Momentum,2023-12-29 22:20:00+00:00,2023-12-29 22:25:00+00:00,short,41687.96,41781.14,SL ❌,-0.6724,66.5641
S3. Breakout + Momentum,2023-12-30 02:40:00+00:00,2023-12-30 05:00:00+00:00,short,41966.66,42066.09,SL ❌,-0.6656,65.8985
S3. Breakout + Momentum,2023-12-30 05:15:00+00:00,2023-12-30 07:25:00+00:00,long,42097.45,42012.93,SL ❌,-0.659,65.2395
S3. Breakout + Momentum,2023-12-30 08:15:00+00:00,2023-12-30 08:45:00+00:00,short,41897.2,41714.31,TP ✅,1.3048,66.5443
S3. Breakout + Momentum,2023-12-30 08:50:00+00:00,2023-12-30 10:00:00+00:00,short,41629.68,41738.91,SL ❌,-0.6654,65.8789
S3. Breakout + Momentum,2023-12-30 11:10:00+00:00,2023-12-30 14:00:00+00:00,long,41935.73,42169.19,TP ✅,1.3176,67.1964
S3. Breakout + Momentum,2023-12-30 15:50:00+00:00,2023-12-30 16:10:00+00:00,long,42386.01,42560.15,TP ✅,1.3439,68.5404
S3. Breakout + Momentum,2023-12-30 20:30:00+00:00,2023-12-31 02:35:00+00:00,short,42291.1,42055.3,TP ✅,1.3708,69.9112
S3. Breakout + Momentum,2023-12-31 02:45:00+00:00,2023-12-31 02:55:00+00:00,short,42000.0,42084.48,SL ❌,-0.6991,69.2121
S3. Breakout + Momentum,2023-12-31 07:00:00+00:00,2023-12-31 07:25:00+00:00,long,42318.07,42533.71,TP ✅,1.3842,70.5963
S3. Breakout + Momentum,2023-12-31 07:30:00+00:00,2023-12-31 07:35:00+00:00,long,42668.4,42570.0,SL ❌,-0.706,69.8903
S3. Breakout + Momentum,2023-12-31 09:15:00+00:00,2023-12-31 11:05:00+00:00,long,42699.96,42609.99,SL ❌,-0.6989,69.1914
S3. Breakout + Momentum,2023-12-31 12:50:00+00:00,2023-12-31 13:10:00+00:00,short,42414.01,42508.53,SL ❌,-0.6919,68.4995
S3. Breakout + Momentum,2023-12-31 15:00:00+00:00,2023-12-31 15:25:00+00:00,long,42579.99,42450.34,SL ❌,-0.685,67.8145
S3. Breakout + Momentum,2023-12-31 15:30:00+00:00,2023-12-31 15:35:00+00:00,short,42405.61,42511.37,SL ❌,-0.6781,67.1364
S3. Breakout + Momentum,2023-12-31 16:40:00+00:00,2023-12-31 17:25:00+00:00,long,42641.36,42504.05,SL ❌,-0.6714,66.465
S3. Breakout + Momentum,2023-12-31 20:30:00+00:00,2023-12-31 21:15:00+00:00,short,42554.0,42641.05,SL ❌,-0.6646,65.8004
S3. Breakout + Momentum,2023-12-31 22:50:00+00:00,2023-12-31 23:20:00+00:00,short,42305.83,42125.78,TP ✅,1.316,67.1164
S3. Breakout + Momentum,2024-01-01 01:35:00+00:00,2024-01-01 01:55:00+00:00,long,42717.52,42613.56,SL ❌,-0.6712,66.4452
S3. Breakout + Momentum,2024-01-01 03:40:00+00:00,2024-01-01 04:55:00+00:00,short,42302.19,42399.99,SL ❌,-0.6645,65.7808
S3. Breakout + Momentum,2024-01-01 09:10:00+00:00,2024-01-01 11:00:00+00:00,long,42574.24,42754.0,TP ✅,1.3156,67.0964
S3. Breakout + Momentum,2024-01-01 12:35:00+00:00,2024-01-01 12:50:00+00:00,long,42777.76,42683.99,SL ❌,-0.671,66.4254
S3. Breakout + Momentum,2024-01-01 15:40:00+00:00,2024-01-01 16:20:00+00:00,long,42845.96,42675.14,SL ❌,-0.6643,65.7612
S3. Breakout + Momentum,2024-01-01 18:00:00+00:00,2024-01-01 18:40:00+00:00,long,42950.24,43152.11,TP ✅,1.3152,67.0764
S3. Breakout + Momentum,2024-01-01 19:25:00+00:00,2024-01-01 19:45:00+00:00,long,43262.01,43462.03,TP ✅,1.3415,68.4179
S3. Breakout + Momentum,2024-01-01 19:50:00+00:00,2024-01-01 20:40:00+00:00,long,43527.84,43800.0,TP ✅,1.3684,69.7863
S3. Breakout + Momentum,2024-01-01 23:15:00+00:00,2024-01-01 23:25:00+00:00,long,43736.23,43989.99,TP ✅,1.3957,71.182
S3. Breakout + Momentum,2024-01-01 23:30:00+00:00,2024-01-02 00:00:00+00:00,long,44012.95,44264.63,TP ✅,1.4236,72.6056
