strategy,entry_time,exit_time,direction,entry,exit,result,pnl,capital
S1. EMA 9/21 + Volume,2023-05-12 01:25:00+00:00,2023-05-12 02:30:00+00:00,short,26885.26,26750.0,TP ✅,1.9337,98.6172
S1. EMA 9/21 + Volume,2023-05-12 12:20:00+00:00,2023-05-12 14:10:00+00:00,long,26385.81,26525.22,TP ✅,1.9723,100.5895
S1. EMA 9/21 + Volume,2023-05-12 20:00:00+00:00,2023-05-12 20:10:00+00:00,long,26457.1,26398.99,SL ❌,-1.0059,99.5836
S1. EMA 9/21 + Volume,2023-05-13 05:20:00+00:00,2023-05-13 05:30:00+00:00,long,26856.1,26756.97,SL ❌,-0.9958,98.5878
S1. EMA 9/21 + Volume,2023-05-13 22:05:00+00:00,2023-05-13 23:00:00+00:00,short,26846.08,26906.18,SL ❌,-0.9859,97.6019
S1. EMA 9/21 + Volume,2023-05-13 23:40:00+00:00,2023-05-14 03:25:00+00:00,short,26773.7,26829.81,SL ❌,-0.976,96.6259
S1. EMA 9/21 + Volume,2023-05-14 05:40:00+00:00,2023-05-14 12:00:00+00:00,long,26835.65,26774.38,SL ❌,-0.9663,95.6596
S1. EMA 9/21 + Volume,2023-05-14 12:55:00+00:00,2023-05-14 15:00:00+00:00,long,26871.33,27020.54,TP ✅,1.9132,97.5728
S1. EMA 9/21 + Volume,2023-05-15 00:15:00+00:00,2023-05-15 01:20:00+00:00,short,26804.48,27003.13,SL ❌,-0.9757,96.5971
S1. EMA 9/21 + Volume,2023-05-15 10:55:00+00:00,2023-05-15 11:40:00+00:00,long,27416.61,27356.89,SL ❌,-0.966,95.6311
S1. EMA 9/21 + Volume,2023-05-15 14:50:00+00:00,2023-05-15 14:55:00+00:00,long,27482.65,27404.71,SL ❌,-0.9563,94.6748
S1. EMA 9/21 + Volume,2023-05-16 05:35:00+00:00,2023-05-16 07:10:00+00:00,short,27062.6,27119.12,SL ❌,-0.9467,93.728
S1. EMA 9/21 + Volume,2023-05-16 09:30:00+00:00,2023-05-16 13:50:00+00:00,short,27104.79,26996.25,TP ✅,1.8746,95.6026
S1. EMA 9/21 + Volume,2023-05-16 16:45:00+00:00,2023-05-16 16:50:00+00:00,short,26997.79,27077.09,SL ❌,-0.956,94.6466
S1. EMA 9/21 + Volume,2023-05-16 17:15:00+00:00,2023-05-16 17:40:00+00:00,short,26977.0,27059.04,SL ❌,-0.9465,93.7001
S1. EMA 9/21 + Volume,2023-05-16 18:50:00+00:00,2023-05-16 19:35:00+00:00,long,27063.18,26989.95,SL ❌,-0.937,92.7631
S1. EMA 9/21 + Volume,2023-05-17 10:25:00+00:00,2023-05-17 11:05:00+00:00,long,26891.14,26828.62,SL ❌,-0.9276,91.8355
S1. EMA 9/21 + Volume,2023-05-17 14:45:00+00:00,2023-05-17 16:50:00+00:00,long,26787.33,26925.9,TP ✅,1.8367,93.6722
S1. EMA 9/21 + Volume,2023-05-18 12:05:00+00:00,2023-05-18 12:10:00+00:00,short,27330.44,27440.57,SL ❌,-0.9367,92.7355
S1. EMA 9/21 + Volume,2023-05-18 14:45:00+00:00,2023-05-18 15:20:00+00:00,short,27229.32,27119.67,TP ✅,1.8547,94.5902
S1. EMA 9/21 + Volume,2023-05-19 13:50:00+00:00,2023-05-19 15:10:00+00:00,short,26845.08,26905.1,SL ❌,-0.9459,93.6443
S1. EMA 9/21 + Volume,2023-05-19 15:15:00+00:00,2023-05-19 15:25:00+00:00,long,27003.56,26879.23,SL ❌,-0.9364,92.7078
S1. EMA 9/21 + Volume,2023-05-19 15:35:00+00:00,2023-05-19 15:40:00+00:00,short,26802.69,26951.03,SL ❌,-0.9271,91.7808
S1. EMA 9/21 + Volume,2023-05-20 12:05:00+00:00,2023-05-20 17:40:00+00:00,long,26910.05,27029.17,TP ✅,1.8356,93.6164
S1. EMA 9/21 + Volume,2023-05-21 10:30:00+00:00,2023-05-21 10:45:00+00:00,short,27039.04,26914.53,TP ✅,1.8723,95.4887
S1. EMA 9/21 + Volume,2023-05-21 15:40:00+00:00,2023-05-21 15:45:00+00:00,short,26812.94,26899.44,SL ❌,-0.9549,94.5338
S1. EMA 9/21 + Volume,2023-05-22 09:55:00+00:00,2023-05-22 10:45:00+00:00,long,26862.57,26803.79,SL ❌,-0.9453,93.5885
S1. EMA 9/21 + Volume,2023-05-22 12:05:00+00:00,2023-05-22 12:45:00+00:00,long,26832.62,26761.02,SL ❌,-0.9359,92.6526
S1. EMA 9/21 + Volume,2023-05-22 13:30:00+00:00,2023-05-22 13:40:00+00:00,long,26894.37,27018.69,TP ✅,1.8531,94.5056
S1. EMA 9/21 + Volume,2023-05-23 00:30:00+00:00,2023-05-23 00:50:00+00:00,long,26921.57,26852.05,SL ❌,-0.9451,93.5606
S1. EMA 9/21 + Volume,2023-05-23 00:55:00+00:00,2023-05-23 01:25:00+00:00,short,26822.33,26976.93,SL ❌,-0.9356,92.625
S1. EMA 9/21 + Volume,2023-05-23 10:55:00+00:00,2023-05-23 12:45:00+00:00,long,27327.8,27267.98,SL ❌,-0.9263,91.6987
S1. EMA 9/21 + Volume,2023-05-24 19:20:00+00:00,2023-05-24 19:50:00+00:00,long,26329.89,26245.05,SL ❌,-0.917,90.7817
S1. EMA 9/21 + Volume,2023-05-24 20:20:00+00:00,2023-05-25 00:15:00+00:00,long,26358.14,26301.16,SL ❌,-0.9078,89.8739
S1. EMA 9/21 + Volume,2023-05-26 00:20:00+00:00,2023-05-26 00:50:00+00:00,long,26488.73,26405.21,SL ❌,-0.8987,88.9752
S1. EMA 9/21 + Volume,2023-05-26 01:05:00+00:00,2023-05-26 01:20:00+00:00,long,26505.71,26428.02,SL ❌,-0.8898,88.0854
S1. EMA 9/21 + Volume,2023-05-26 01:25:00+00:00,2023-05-26 07:50:00+00:00,short,26432.72,26528.98,SL ❌,-0.8809,87.2046
S1. EMA 9/21 + Volume,2023-05-26 11:45:00+00:00,2023-05-26 12:30:00+00:00,long,26495.67,26403.43,SL ❌,-0.872,86.3325
S1. EMA 9/21 + Volume,2023-05-27 01:40:00+00:00,2023-05-27 13:55:00+00:00,long,26699.9,26628.29,SL ❌,-0.8633,85.4692
S1. EMA 9/21 + Volume,2023-05-29 14:25:00+00:00,2023-05-29 14:45:00+00:00,short,27885.58,27766.23,TP ✅,1.7094,87.1786
S1. EMA 9/21 + Volume,2023-05-29 19:50:00+00:00,2023-05-29 21:20:00+00:00,short,27642.49,27718.74,SL ❌,-0.8718,86.3068
S1. EMA 9/21 + Volume,2023-05-29 22:00:00+00:00,2023-05-29 22:35:00+00:00,short,27620.0,27678.79,SL ❌,-0.8631,85.4437
S1. EMA 9/21 + Volume,2023-05-30 08:30:00+00:00,2023-05-30 10:25:00+00:00,long,27796.34,27925.14,TP ✅,1.7089,87.1526
S1. EMA 9/21 + Volume,2023-05-30 12:30:00+00:00,2023-05-30 12:45:00+00:00,short,27797.36,27862.5,SL ❌,-0.8715,86.2811
S1. EMA 9/21 + Volume,2023-05-31 02:05:00+00:00,2023-05-31 02:15:00+00:00,short,27616.42,27684.25,SL ❌,-0.8628,85.4183
S1. EMA 9/21 + Volume,2023-05-31 13:10:00+00:00,2023-05-31 14:00:00+00:00,long,27166.68,27104.91,SL ❌,-0.8542,84.5641
S1. EMA 9/21 + Volume,2023-05-31 14:05:00+00:00,2023-05-31 14:15:00+00:00,short,27042.99,26910.68,TP ✅,1.6913,86.2554
S1. EMA 9/21 + Volume,2023-05-31 17:30:00+00:00,2023-05-31 22:15:00+00:00,long,27008.13,27147.18,TP ✅,1.7251,87.9805
S1. EMA 9/21 + Volume,2023-06-01 06:50:00+00:00,2023-06-01 08:40:00+00:00,short,26809.47,26866.82,SL ❌,-0.8798,87.1007
S1. EMA 9/21 + Volume,2023-06-01 12:05:00+00:00,2023-06-01 12:30:00+00:00,short,26866.36,26931.45,SL ❌,-0.871,86.2297
S1. EMA 9/21 + Volume,2023-06-01 14:00:00+00:00,2023-06-01 14:15:00+00:00,long,26942.15,26870.15,SL ❌,-0.8623,85.3674
S1. EMA 9/21 + Volume,2023-06-01 16:30:00+00:00,2023-06-01 16:50:00+00:00,short,26841.51,27051.53,SL ❌,-0.8537,84.5137
S1. EMA 9/21 + Volume,2023-06-01 22:10:00+00:00,2023-06-02 00:20:00+00:00,short,26861.65,26734.01,TP ✅,1.6903,86.204
S1. EMA 9/21 + Volume,2023-06-02 11:35:00+00:00,2023-06-02 13:45:00+00:00,long,27106.82,26958.15,SL ❌,-0.862,85.3419
S1. EMA 9/21 + Volume,2023-06-02 18:45:00+00:00,2023-06-02 19:35:00+00:00,long,27143.22,27278.75,TP ✅,1.7068,87.0488
S1. EMA 9/21 + Volume,2023-06-03 10:35:00+00:00,2023-06-03 11:50:00+00:00,long,27180.03,27124.63,SL ❌,-0.8705,86.1783
S1. EMA 9/21 + Volume,2023-06-03 15:15:00+00:00,2023-06-03 15:25:00+00:00,short,27150.64,27239.18,SL ❌,-0.8618,85.3165
S1. EMA 9/21 + Volume,2023-06-04 06:10:00+00:00,2023-06-04 09:10:00+00:00,long,27087.3,27199.78,TP ✅,1.7063,87.0228
S1. EMA 9/21 + Volume,2023-06-04 18:10:00+00:00,2023-06-04 22:15:00+00:00,long,27206.23,27380.0,TP ✅,1.7405,88.7633
S1. EMA 9/21 + Volume,2023-06-05 08:50:00+00:00,2023-06-05 12:50:00+00:00,short,26797.58,26675.09,TP ✅,1.7753,90.5386
S1. EMA 9/21 + Volume,2023-06-06 02:20:00+00:00,2023-06-06 08:10:00+00:00,long,25760.53,25704.28,SL ❌,-0.9054,89.6332
S1. EMA 9/21 + Volume,2023-06-06 11:10:00+00:00,2023-06-06 12:10:00+00:00,short,25715.0,25460.2,TP ✅,1.7927,91.4258
S1. EMA 9/21 + Volume,2023-06-08 02:50:00+00:00,2023-06-08 03:25:00+00:00,short,26390.17,26246.2,TP ✅,1.8285,93.2544
S1. EMA 9/21 + Volume,2023-06-08 06:40:00+00:00,2023-06-08 08:10:00+00:00,long,26471.82,26413.43,SL ❌,-0.9325,92.3218
S1. EMA 9/21 + Volume,2023-06-08 10:40:00+00:00,2023-06-08 11:30:00+00:00,long,26475.07,26417.5,SL ❌,-0.9232,91.3986
S1. EMA 9/21 + Volume,2023-06-08 12:35:00+00:00,2023-06-08 13:00:00+00:00,long,26503.96,26346.61,SL ❌,-0.914,90.4846
S1. EMA 9/21 + Volume,2023-06-08 22:45:00+00:00,2023-06-09 02:20:00+00:00,short,26535.1,26334.11,TP ✅,1.8097,92.2943
S1. EMA 9/21 + Volume,2023-06-10 00:50:00+00:00,2023-06-10 02:55:00+00:00,short,26453.17,26326.92,TP ✅,1.8459,94.1402
S1. EMA 9/21 + Volume,2023-06-10 12:20:00+00:00,2023-06-10 14:00:00+00:00,short,25642.25,25702.71,SL ❌,-0.9414,93.1988
S1. EMA 9/21 + Volume,2023-06-10 17:15:00+00:00,2023-06-10 17:20:00+00:00,long,25750.09,25863.57,TP ✅,1.864,95.0628
S1. EMA 9/21 + Volume,2023-06-11 12:35:00+00:00,2023-06-11 16:15:00+00:00,short,25761.67,25825.12,SL ❌,-0.9506,94.1121
S1. EMA 9/21 + Volume,2023-06-11 21:35:00+00:00,2023-06-11 22:35:00+00:00,short,26018.89,25877.21,TP ✅,1.8822,95.9944
S1. EMA 9/21 + Volume,2023-06-12 00:55:00+00:00,2023-06-12 01:30:00+00:00,long,25965.13,25911.99,SL ❌,-0.9599,95.0344
S1. EMA 9/21 + Volume,2023-06-12 17:45:00+00:00,2023-06-12 17:50:00+00:00,long,25929.99,25825.14,SL ❌,-0.9503,94.0841
S1. EMA 9/21 + Volume,2023-06-13 00:10:00+00:00,2023-06-13 00:45:00+00:00,long,25941.71,25882.53,SL ❌,-0.9408,93.1432
S1. EMA 9/21 + Volume,2023-06-13 00:50:00+00:00,2023-06-13 01:15:00+00:00,short,25840.0,25911.99,SL ❌,-0.9314,92.2118
S1. EMA 9/21 + Volume,2023-06-13 01:25:00+00:00,2023-06-13 01:50:00+00:00,long,26003.98,25948.61,SL ❌,-0.9221,91.2897
S1. EMA 9/21 + Volume,2023-06-13 08:20:00+00:00,2023-06-13 08:45:00+00:00,long,26115.92,26233.37,TP ✅,1.8258,93.1155
S1. EMA 9/21 + Volume,2023-06-13 11:35:00+00:00,2023-06-13 11:55:00+00:00,short,26106.98,26191.81,SL ❌,-0.9312,92.1843
S1. EMA 9/21 + Volume,2023-06-13 12:00:00+00:00,2023-06-13 12:40:00+00:00,long,26222.99,26093.06,SL ❌,-0.9218,91.2625
S1. EMA 9/21 + Volume,2023-06-13 12:55:00+00:00,2023-06-13 14:05:00+00:00,short,26082.29,25973.15,TP ✅,1.8253,93.0877
S1. EMA 9/21 + Volume,2023-06-13 18:05:00+00:00,2023-06-13 18:45:00+00:00,long,25904.59,25850.04,SL ❌,-0.9309,92.1569
S1. EMA 9/21 + Volume,2023-06-13 20:05:00+00:00,2023-06-13 20:30:00+00:00,short,25854.74,25927.84,SL ❌,-0.9216,91.2353
S1. EMA 9/21 + Volume,2023-06-13 20:35:00+00:00,2023-06-13 20:40:00+00:00,long,25932.79,25855.53,SL ❌,-0.9124,90.3229
S1. EMA 9/21 + Volume,2023-06-14 13:30:00+00:00,2023-06-14 14:15:00+00:00,short,25961.94,26018.9,SL ❌,-0.9032,89.4197
S1. EMA 9/21 + Volume,2023-06-14 17:55:00+00:00,2023-06-14 18:00:00+00:00,long,26027.04,25927.34,SL ❌,-0.8942,88.5255
S1. EMA 9/21 + Volume,2023-06-15 11:35:00+00:00,2023-06-15 12:35:00+00:00,long,25002.49,24939.81,SL ❌,-0.8853,87.6403
S1. EMA 9/21 + Volume,2023-06-16 06:05:00+00:00,2023-06-16 11:25:00+00:00,long,25557.48,25505.0,SL ❌,-0.8764,86.7639
S1. EMA 9/21 + Volume,2023-06-17 11:00:00+00:00,2023-06-17 14:25:00+00:00,short,26580.88,26469.89,TP ✅,1.7353,88.4991
S1. EMA 9/21 + Volume,2023-06-17 17:35:00+00:00,2023-06-17 18:30:00+00:00,short,26429.58,26517.11,SL ❌,-0.885,87.6141
S1. EMA 9/21 + Volume,2023-06-18 07:05:00+00:00,2023-06-18 08:10:00+00:00,long,26595.32,26538.06,SL ❌,-0.8761,86.738
S1. EMA 9/21 + Volume,2023-06-18 12:05:00+00:00,2023-06-18 12:25:00+00:00,long,26523.33,26469.22,SL ❌,-0.8674,85.8706
S1. EMA 9/21 + Volume,2023-06-18 12:40:00+00:00,2023-06-18 13:35:00+00:00,long,26554.0,26499.99,SL ❌,-0.8587,85.0119
S1. EMA 9/21 + Volume,2023-06-18 14:30:00+00:00,2023-06-18 19:25:00+00:00,long,26530.36,26641.5,TP ✅,1.7002,86.7122
S1. EMA 9/21 + Volume,2023-06-18 20:10:00+00:00,2023-06-18 20:20:00+00:00,short,26516.0,26405.81,TP ✅,1.7342,88.4464
S1. EMA 9/21 + Volume,2023-06-19 06:40:00+00:00,2023-06-19 12:20:00+00:00,short,26422.9,26505.11,SL ❌,-0.8845,87.5619
S1. EMA 9/21 + Volume,2023-06-19 14:15:00+00:00,2023-06-19 16:35:00+00:00,short,26425.06,26515.99,SL ❌,-0.8756,86.6863
S1. EMA 9/21 + Volume,2023-06-19 19:00:00+00:00,2023-06-19 19:05:00+00:00,short,26526.01,26612.36,SL ❌,-0.8669,85.8194
S1. EMA 9/21 + Volume,2023-06-20 05:35:00+00:00,2023-06-20 08:40:00+00:00,short,26861.92,26750.0,TP ✅,1.7164,87.5358
S1. EMA 9/21 + Volume,2023-06-20 14:00:00+00:00,2023-06-20 14:25:00+00:00,short,26833.33,26670.0,TP ✅,1.7507,89.2866
S1. EMA 9/21 + Volume,2023-06-21 03:30:00+00:00,2023-06-21 03:35:00+00:00,long,28793.15,28733.87,SL ❌,-0.8929,88.3937
S1. EMA 9/21 + Volume,2023-06-21 08:30:00+00:00,2023-06-21 09:15:00+00:00,short,28819.03,28896.49,SL ❌,-0.8839,87.5098
S1. EMA 9/21 + Volume,2023-06-21 19:15:00+00:00,2023-06-21 19:40:00+00:00,short,29982.91,30076.32,SL ❌,-0.8751,86.6347
S1. EMA 9/21 + Volume,2023-06-22 00:30:00+00:00,2023-06-22 00:50:00+00:00,long,30219.02,30130.77,SL ❌,-0.8663,85.7683
S1. EMA 9/21 + Volume,2023-06-22 11:05:00+00:00,2023-06-22 11:10:00+00:00,short,29896.85,29973.76,SL ❌,-0.8577,84.9106
S1. EMA 9/21 + Volume,2023-06-22 14:30:00+00:00,2023-06-22 14:40:00+00:00,short,29984.5,29735.36,TP ✅,1.6982,86.6088
S1. EMA 9/21 + Volume,2023-06-23 00:25:00+00:00,2023-06-23 01:55:00+00:00,long,30011.31,29933.53,SL ❌,-0.8661,85.7427
S1. EMA 9/21 + Volume,2023-06-23 09:50:00+00:00,2023-06-23 10:20:00+00:00,long,30156.12,30044.53,SL ❌,-0.8574,84.8853
S1. EMA 9/21 + Volume,2023-06-23 12:35:00+00:00,2023-06-23 12:45:00+00:00,short,30012.28,30073.28,SL ❌,-0.8489,84.0365
S1. EMA 9/21 + Volume,2023-06-23 13:45:00+00:00,2023-06-23 13:50:00+00:00,short,29963.0,30044.34,SL ❌,-0.8404,83.1961
S1. EMA 9/21 + Volume,2023-06-24 12:15:00+00:00,2023-06-24 13:25:00+00:00,long,30700.0,30629.55,SL ❌,-0.832,82.3641
S1. EMA 9/21 + Volume,2023-06-24 15:10:00+00:00,2023-06-24 15:30:00+00:00,short,30608.11,30418.5,TP ✅,1.6473,84.0114
S1. EMA 9/21 + Volume,2023-06-24 23:45:00+00:00,2023-06-25 00:10:00+00:00,short,30491.93,30582.0,SL ❌,-0.8401,83.1713
S1. EMA 9/21 + Volume,2023-06-25 06:05:00+00:00,2023-06-25 06:20:00+00:00,short,30784.57,30903.37,SL ❌,-0.8317,82.3396
S1. EMA 9/21 + Volume,2023-06-25 06:25:00+00:00,2023-06-25 06:35:00+00:00,long,30944.01,30871.18,SL ❌,-0.8234,81.5162
S1. EMA 9/21 + Volume,2023-06-25 11:55:00+00:00,2023-06-25 12:30:00+00:00,long,30716.03,30649.76,SL ❌,-0.8152,80.701
S1. EMA 9/21 + Volume,2023-06-25 13:10:00+00:00,2023-06-25 13:45:00+00:00,short,30602.43,30668.01,SL ❌,-0.807,79.894
S1. EMA 9/21 + Volume,2023-06-25 14:00:00+00:00,2023-06-25 14:05:00+00:00,long,30726.29,30662.21,SL ❌,-0.7989,79.0951
S1. EMA 9/21 + Volume,2023-06-25 20:50:00+00:00,2023-06-25 21:00:00+00:00,short,30319.68,30388.77,SL ❌,-0.791,78.3041
S1. EMA 9/21 + Volume,2023-06-26 00:20:00+00:00,2023-06-26 00:50:00+00:00,long,30528.86,30439.99,SL ❌,-0.783,77.5211
S1. EMA 9/21 + Volume,2023-06-26 14:40:00+00:00,2023-06-26 14:45:00+00:00,short,30293.99,30379.49,SL ❌,-0.7752,76.7459
S1. EMA 9/21 + Volume,2023-06-27 14:00:00+00:00,2023-06-27 14:10:00+00:00,long,30849.84,30752.01,SL ❌,-0.7675,75.9784
S1. EMA 9/21 + Volume,2023-06-27 19:55:00+00:00,2023-06-27 21:55:00+00:00,short,30648.03,30717.42,SL ❌,-0.7598,75.2186
S1. EMA 9/21 + Volume,2023-06-27 23:50:00+00:00,2023-06-28 00:10:00+00:00,long,30702.01,30640.0,SL ❌,-0.7522,74.4665
S1. EMA 9/21 + Volume,2023-06-28 00:15:00+00:00,2023-06-28 00:50:00+00:00,short,30516.81,30589.26,SL ❌,-0.7447,73.7218
S1. EMA 9/21 + Volume,2023-06-28 05:05:00+00:00,2023-06-28 05:40:00+00:00,short,30400.0,30464.01,SL ❌,-0.7372,72.9846
S1. EMA 9/21 + Volume,2023-06-28 06:00:00+00:00,2023-06-28 07:30:00+00:00,short,30411.35,30235.45,TP ✅,1.4597,74.4443
S1. EMA 9/21 + Volume,2023-06-28 16:40:00+00:00,2023-06-28 17:05:00+00:00,short,30307.61,30084.6,TP ✅,1.4889,75.9332
S1. EMA 9/21 + Volume,2023-06-28 19:25:00+00:00,2023-06-28 19:55:00+00:00,short,30028.89,30100.0,SL ❌,-0.7593,75.1738
S1. EMA 9/21 + Volume,2023-06-29 00:45:00+00:00,2023-06-29 01:15:00+00:00,short,30087.65,30200.0,SL ❌,-0.7517,74.4221
S1. EMA 9/21 + Volume,2023-06-29 03:25:00+00:00,2023-06-29 07:10:00+00:00,long,30182.01,30406.57,TP ✅,1.4884,75.9105
S1. EMA 9/21 + Volume,2023-06-29 19:55:00+00:00,2023-06-29 20:10:00+00:00,long,30584.99,30494.61,SL ❌,-0.7591,75.1514
S1. EMA 9/21 + Volume,2023-06-29 22:55:00+00:00,2023-06-29 23:25:00+00:00,short,30409.34,30482.19,SL ❌,-0.7515,74.3999
S1. EMA 9/21 + Volume,2023-06-30 01:00:00+00:00,2023-06-30 02:10:00+00:00,short,30400.01,30539.07,SL ❌,-0.744,73.6559
S1. EMA 9/21 + Volume,2023-06-30 11:40:00+00:00,2023-06-30 12:00:00+00:00,long,30830.66,30960.01,TP ✅,1.4731,75.129
S1. EMA 9/21 + Volume,2023-06-30 13:35:00+00:00,2023-06-30 13:40:00+00:00,short,30241.06,30313.63,SL ❌,-0.7513,74.3777
S1. EMA 9/21 + Volume,2023-07-01 22:35:00+00:00,2023-07-02 00:25:00+00:00,short,30561.27,30649.98,SL ❌,-0.7438,73.634
S1. EMA 9/21 + Volume,2023-07-02 14:40:00+00:00,2023-07-02 15:20:00+00:00,long,30611.99,30283.5,SL ❌,-0.7363,72.8976
S1. EMA 9/21 + Volume,2023-07-02 16:15:00+00:00,2023-07-02 16:25:00+00:00,long,30623.37,30557.98,SL ❌,-0.729,72.1686
S1. EMA 9/21 + Volume,2023-07-03 07:25:00+00:00,2023-07-03 08:15:00+00:00,long,30710.74,30646.01,SL ❌,-0.7217,71.447
S1. EMA 9/21 + Volume,2023-07-03 11:50:00+00:00,2023-07-03 14:05:00+00:00,short,30632.09,30696.82,SL ❌,-0.7145,70.7325
S1. EMA 9/21 + Volume,2023-07-04 10:35:00+00:00,2023-07-04 10:40:00+00:00,short,30946.01,31034.0,SL ❌,-0.7073,70.0252
S1. EMA 9/21 + Volume,2023-07-04 13:10:00+00:00,2023-07-04 18:00:00+00:00,short,31007.94,30859.99,TP ✅,1.4005,71.4257
S1. EMA 9/21 + Volume,2023-07-05 00:15:00+00:00,2023-07-05 00:55:00+00:00,long,30825.31,30762.27,SL ❌,-0.7143,70.7114
S1. EMA 9/21 + Volume,2023-07-05 05:40:00+00:00,2023-07-05 09:50:00+00:00,short,30820.0,30687.96,TP ✅,1.4142,72.1256
S1. EMA 9/21 + Volume,2023-07-05 15:15:00+00:00,2023-07-05 16:05:00+00:00,short,30320.34,30385.49,SL ❌,-0.7213,71.4044
S1. EMA 9/21 + Volume,2023-07-05 21:35:00+00:00,2023-07-05 22:15:00+00:00,short,30427.08,30496.97,SL ❌,-0.714,70.6903
S1. EMA 9/21 + Volume,2023-07-06 02:00:00+00:00,2023-07-06 06:15:00+00:00,long,30486.02,30614.88,TP ✅,1.4138,72.1041
S1. EMA 9/21 + Volume,2023-07-06 11:40:00+00:00,2023-07-06 11:50:00+00:00,short,31070.22,30898.63,TP ✅,1.4421,73.5462
S1. EMA 9/21 + Volume,2023-07-06 18:55:00+00:00,2023-07-06 19:10:00+00:00,long,30378.01,30276.43,SL ❌,-0.7355,72.8108
S1. EMA 9/21 + Volume,2023-07-06 21:20:00+00:00,2023-07-06 23:00:00+00:00,short,30215.2,30078.62,TP ✅,1.4562,74.267
S1. EMA 9/21 + Volume,2023-07-07 05:20:00+00:00,2023-07-07 06:20:00+00:00,long,30218.39,30132.69,SL ❌,-0.7427,73.5243
S1. EMA 9/21 + Volume,2023-07-07 12:30:00+00:00,2023-07-07 12:40:00+00:00,long,30312.17,30159.37,SL ❌,-0.7352,72.7891
S1. EMA 9/21 + Volume,2023-07-08 02:20:00+00:00,2023-07-08 04:05:00+00:00,long,30328.08,30246.93,SL ❌,-0.7279,72.0612
S1. EMA 9/21 + Volume,2023-07-08 15:00:00+00:00,2023-07-08 16:35:00+00:00,short,30192.34,30269.97,SL ❌,-0.7206,71.3406
S1. EMA 9/21 + Volume,2023-07-09 09:30:00+00:00,2023-07-09 12:35:00+00:00,short,30251.49,30319.08,SL ❌,-0.7134,70.6272
S1. EMA 9/21 + Volume,2023-07-09 14:35:00+00:00,2023-07-09 15:10:00+00:00,long,30372.02,30310.9,SL ❌,-0.7063,69.9209
S1. EMA 9/21 + Volume,2023-07-09 23:15:00+00:00,2023-07-10 00:20:00+00:00,short,30152.01,30017.18,TP ✅,1.3984,71.3193
S1. EMA 9/21 + Volume,2023-07-10 09:20:00+00:00,2023-07-10 14:20:00+00:00,long,30162.0,30293.68,TP ✅,1.4264,72.7457
S1. EMA 9/21 + Volume,2023-07-11 00:15:00+00:00,2023-07-11 00:35:00+00:00,long,30484.94,30381.33,SL ❌,-0.7275,72.0182
S1. EMA 9/21 + Volume,2023-07-11 22:05:00+00:00,2023-07-11 22:35:00+00:00,long,30596.01,30530.01,SL ❌,-0.7202,71.298
S1. EMA 9/21 + Volume,2023-07-12 00:20:00+00:00,2023-07-12 02:30:00+00:00,short,30552.13,30614.89,SL ❌,-0.713,70.5851
S1. EMA 9/21 + Volume,2023-07-14 11:25:00+00:00,2023-07-14 12:45:00+00:00,long,31225.41,31148.0,SL ❌,-0.7059,69.8792
S1. EMA 9/21 + Volume,2023-07-15 08:20:00+00:00,2023-07-15 10:05:00+00:00,short,30291.23,30355.02,SL ❌,-0.6988,69.1804
S1. EMA 9/21 + Volume,2023-07-15 10:50:00+00:00,2023-07-16 02:15:00+00:00,short,30325.73,30190.01,TP ✅,1.3836,70.564
S1. EMA 9/21 + Volume,2023-07-17 05:50:00+00:00,2023-07-17 10:15:00+00:00,short,30272.01,30141.47,TP ✅,1.4113,71.9753
S1. EMA 9/21 + Volume,2023-07-17 15:20:00+00:00,2023-07-17 17:10:00+00:00,short,30184.0,30030.79,TP ✅,1.4395,73.4148
S1. EMA 9/21 + Volume,2023-07-18 08:30:00+00:00,2023-07-18 08:50:00+00:00,long,30092.1,30024.01,SL ❌,-0.7341,72.6807
S1. EMA 9/21 + Volume,2023-07-18 11:50:00+00:00,2023-07-18 12:45:00+00:00,short,29887.32,29743.99,TP ✅,1.4536,74.1343
S1. EMA 9/21 + Volume,2023-07-18 16:40:00+00:00,2023-07-18 16:45:00+00:00,short,29847.66,29704.7,TP ✅,1.4827,75.617
S1. EMA 9/21 + Volume,2023-07-19 09:45:00+00:00,2023-07-19 12:10:00+00:00,long,30025.99,29956.99,SL ❌,-0.7562,74.8608
S1. EMA 9/21 + Volume,2023-07-19 13:40:00+00:00,2023-07-19 14:00:00+00:00,long,30041.51,29970.01,SL ❌,-0.7486,74.1122
S1. EMA 9/21 + Volume,2023-07-21 01:20:00+00:00,2023-07-21 05:30:00+00:00,long,29880.99,29820.19,SL ❌,-0.7411,73.3711
S1. EMA 9/21 + Volume,2023-07-21 07:10:00+00:00,2023-07-21 13:05:00+00:00,short,29825.54,29888.94,SL ❌,-0.7337,72.6374
S1. EMA 9/21 + Volume,2023-07-21 19:10:00+00:00,2023-07-21 19:20:00+00:00,short,29803.94,29868.01,SL ❌,-0.7264,71.911
S1. EMA 9/21 + Volume,2023-07-22 07:20:00+00:00,2023-07-22 07:30:00+00:00,short,29868.0,29966.12,SL ❌,-0.7191,71.1919
S1. EMA 9/21 + Volume,2023-07-22 09:50:00+00:00,2023-07-22 23:15:00+00:00,short,29913.99,29702.0,TP ✅,1.4238,72.6157
