strategy,entry_time,exit_time,direction,entry_price,exit_price,result,pnl_usd,capital
BB v1 (Original),2025-12-16 15:00:00+00:00,2025-12-16 17:00:00+00:00,long,87875.88,87142.95,SL,-1.4154,140.1212
BB v1 (Original),2025-12-17 14:00:00+00:00,2025-12-17 15:00:00+00:00,long,89451.8,87302.05,SL,-1.4012,138.72
BB v1 (Original),2025-12-18 13:00:00+00:00,2025-12-18 14:00:00+00:00,long,88797.29,88299.41,SL,-1.3872,137.3328
BB v1 (Original),2025-12-18 19:00:00+00:00,2025-12-18 21:00:00+00:00,short,84542.45,85600.07,SL,-1.3733,135.9595
BB v1 (Original),2025-12-20 23:00:00+00:00,2025-12-21 13:00:00+00:00,long,88344.7,87643.1,SL,-1.3596,134.5999
BB v1 (Original),2025-12-22 09:00:00+00:00,2025-12-22 17:00:00+00:00,long,89726.6,89264.73,SL,-1.346,133.2539
BB v1 (Original),2025-12-22 19:00:00+00:00,2025-12-22 22:00:00+00:00,short,88039.94,88598.84,SL,-1.3325,131.9214
BB v1 (Original),2025-12-23 14:00:00+00:00,2025-12-23 15:00:00+00:00,short,86656.34,87426.45,SL,-1.3192,130.6021
BB v1 (Original),2025-12-24 22:00:00+00:00,2025-12-25 00:00:00+00:00,long,87941.35,87490.37,SL,-1.306,129.2961
BB v1 (Original),2025-12-25 15:00:00+00:00,2025-12-25 20:00:00+00:00,long,88274.79,87821.91,SL,-1.293,128.0032
BB v1 (Original),2025-12-26 00:00:00+00:00,2025-12-26 02:00:00+00:00,short,87041.66,89091.08,SL,-1.28,126.7231
BB v1 (Original),2025-12-27 21:00:00+00:00,2025-12-29 02:00:00+00:00,long,87605.66,89102.62,TP,2.5345,129.2576
BB v1 (Original),2025-12-30 08:00:00+00:00,2025-12-30 14:00:00+00:00,long,87771.77,88834.18,TP,2.5852,131.8427
BB v1 (Original),2025-12-31 11:00:00+00:00,2025-12-31 14:00:00+00:00,long,88863.52,88323.92,SL,-1.3184,130.5243
BB v1 (Original),2025-12-31 16:00:00+00:00,2026-01-01 17:00:00+00:00,short,87558.62,88187.82,SL,-1.3052,129.2191
BB v1 (Original),2026-01-01 19:00:00+00:00,2026-01-02 09:00:00+00:00,long,88222.26,89344.41,TP,2.5844,131.8035
BB v1 (Original),2026-01-02 16:00:00+00:00,2026-01-02 18:00:00+00:00,long,90346.58,89776.46,SL,-1.318,130.4854
BB v1 (Original),2026-01-03 21:00:00+00:00,2026-01-04 05:00:00+00:00,long,90486.76,91432.57,TP,2.6097,133.0951
BB v1 (Original),2026-01-05 00:00:00+00:00,2026-01-05 14:00:00+00:00,long,92355.84,93393.62,TP,2.6619,135.757
BB v1 (Original),2026-01-05 17:00:00+00:00,2026-01-06 01:00:00+00:00,long,94264.96,93764.16,SL,-1.3576,134.3995
BB v1 (Original),2026-01-06 16:00:00+00:00,2026-01-06 17:00:00+00:00,short,92573.49,91550.18,TP,2.688,137.0874
BB v1 (Original),2026-01-07 18:00:00+00:00,2026-01-07 23:00:00+00:00,short,90691.76,91309.64,SL,-1.3709,135.7166
BB v1 (Original),2026-01-08 06:00:00+00:00,2026-01-08 07:00:00+00:00,short,89940.03,90434.55,SL,-1.3572,134.3594
BB v1 (Original),2026-01-08 09:00:00+00:00,2026-01-08 15:00:00+00:00,short,89879.13,90649.91,SL,-1.3436,133.0158
BB v1 (Original),2026-01-09 08:00:00+00:00,2026-01-09 10:00:00+00:00,short,89845.13,90404.46,SL,-1.3302,131.6857
BB v1 (Original),2026-01-11 12:00:00+00:00,2026-01-12 02:00:00+00:00,long,90825.19,92115.52,TP,2.6337,134.3194
BB v1 (Original),2026-01-13 15:00:00+00:00,2026-01-13 20:00:00+00:00,long,93283.03,94438.89,TP,2.6864,137.0058
BB v1 (Original),2026-01-13 22:00:00+00:00,2026-01-14 05:00:00+00:00,long,95667.83,94988.16,SL,-1.3701,135.6357
BB v1 (Original),2026-01-14 14:00:00+00:00,2026-01-14 20:00:00+00:00,long,96460.42,97585.11,TP,2.7127,138.3484
BB v1 (Original),2026-01-15 18:00:00+00:00,2026-01-16 15:00:00+00:00,short,95793.56,94605.62,TP,2.767,141.1154
BB v1 (Original),2026-01-18 01:00:00+00:00,2026-01-18 18:00:00+00:00,short,94908.95,95439.37,SL,-1.4112,139.7042
BB v1 (Original),2026-01-18 22:00:00+00:00,2026-01-18 23:00:00+00:00,long,95458.41,93655.67,SL,-1.397,138.3072
BB v1 (Original),2026-01-20 03:00:00+00:00,2026-01-20 06:00:00+00:00,short,92357.45,90770.22,TP,2.7661,141.0733
BB v1 (Original),2026-01-20 22:00:00+00:00,2026-01-21 01:00:00+00:00,short,88411.83,88909.59,SL,-1.4107,139.6626
BB v1 (Original),2026-01-21 15:00:00+00:00,2026-01-21 16:00:00+00:00,long,90238.59,87585.99,SL,-1.3966,138.266
BB v1 (Original),2026-01-22 14:00:00+00:00,2026-01-22 19:00:00+00:00,short,89121.17,89729.18,SL,-1.3827,136.8833
BB v1 (Original),2026-01-23 17:00:00+00:00,2026-01-23 19:00:00+00:00,long,90490.88,89854.39,SL,-1.3688,135.5145
BB v1 (Original),2026-01-24 15:00:00+00:00,2026-01-25 08:00:00+00:00,short,89143.34,88188.77,TP,2.7103,138.2248
BB v1 (Original),2026-01-25 16:00:00+00:00,2026-01-25 19:00:00+00:00,short,87969.25,86388.41,TP,2.7645,140.9893
BB v1 (Original),2026-01-27 01:00:00+00:00,2026-01-27 09:00:00+00:00,long,88462.62,87771.41,SL,-1.4099,139.5794
BB v1 (Original),2026-01-27 20:00:00+00:00,2026-01-29 01:00:00+00:00,long,89237.53,88487.02,SL,-1.3958,138.1836
BB v1 (Original),2026-01-29 14:00:00+00:00,2026-01-29 15:00:00+00:00,short,86876.08,84758.59,TP,2.7637,140.9472
BB v1 (Original),2026-01-30 19:00:00+00:00,2026-01-30 20:00:00+00:00,long,84213.65,83716.23,SL,-1.4095,139.5378
BB v1 (Original),2026-01-30 21:00:00+00:00,2026-01-31 06:00:00+00:00,long,84250.55,83629.19,SL,-1.3954,138.1424
BB v1 (Original),2026-01-31 14:00:00+00:00,2026-01-31 16:00:00+00:00,short,81360.44,80141.04,TP,2.7628,140.9052
BB v1 (Original),2026-02-01 15:00:00+00:00,2026-02-01 21:00:00+00:00,short,77652.16,76405.0,TP,2.8181,143.7233
BB v1 (Original),2026-02-02 05:00:00+00:00,2026-02-02 06:00:00+00:00,short,75453.4,76386.55,SL,-1.4372,142.2861
BB v1 (Original),2026-02-02 15:00:00+00:00,2026-02-02 20:00:00+00:00,long,78802.92,77920.79,SL,-1.4229,140.8633
BB v1 (Original),2026-02-03 14:00:00+00:00,2026-02-03 15:00:00+00:00,short,77201.96,78089.84,SL,-1.4086,139.4546
BB v1 (Original),2026-02-03 16:00:00+00:00,2026-02-03 17:00:00+00:00,short,76518.6,74846.29,TP,2.7891,142.2437
BB v1 (Original),2026-02-04 14:00:00+00:00,2026-02-04 17:00:00+00:00,short,74255.16,72488.21,TP,2.8449,145.0886
BB v1 (Original),2026-02-05 15:00:00+00:00,2026-02-05 16:00:00+00:00,short,67298.31,68121.98,SL,-1.4509,143.6377
BB v1 (Original),2026-02-05 17:00:00+00:00,2026-02-05 19:00:00+00:00,short,66066.13,65136.61,TP,2.8728,146.5105
BB v1 (Original),2026-02-06 14:00:00+00:00,2026-02-06 16:00:00+00:00,long,68182.08,69743.15,TP,2.9302,149.4407
BB v1 (Original),2026-02-08 08:00:00+00:00,2026-02-08 09:00:00+00:00,long,70629.32,70158.19,SL,-1.4944,147.9463
BB v1 (Original),2026-02-08 11:00:00+00:00,2026-02-08 16:00:00+00:00,long,70906.02,70333.58,SL,-1.4795,146.4668
BB v1 (Original),2026-02-09 08:00:00+00:00,2026-02-09 10:00:00+00:00,short,69840.75,68665.38,TP,2.9293,149.3961
BB v1 (Original),2026-02-11 04:00:00+00:00,2026-02-11 06:00:00+00:00,short,67546.72,66750.91,TP,2.9879,152.3841
BB v1 (Original),2026-02-12 13:00:00+00:00,2026-02-12 14:00:00+00:00,long,68315.13,67697.41,SL,-1.5238,150.8602
BB v1 (Original),2026-02-12 16:00:00+00:00,2026-02-12 22:00:00+00:00,short,65785.01,66255.22,SL,-1.5086,149.3516
BB v1 (Original),2026-02-13 14:00:00+00:00,2026-02-13 15:00:00+00:00,long,67689.41,68573.48,TP,2.987,152.3386
BB v1 (Original),2026-02-14 11:00:00+00:00,2026-02-14 12:00:00+00:00,long,70448.53,69784.72,SL,-1.5234,150.8153
BB v1 (Original),2026-02-15 07:00:00+00:00,2026-02-15 09:00:00+00:00,long,70750.8,70391.08,SL,-1.5082,149.3071
BB v1 (Original),2026-02-15 13:00:00+00:00,2026-02-16 12:00:00+00:00,short,68905.88,69743.8,SL,-1.4931,147.814
BB v1 (Original),2026-02-16 15:00:00+00:00,2026-02-16 17:00:00+00:00,short,67508.3,67921.7,SL,-1.4781,146.3359
BB v1 (Original),2026-02-17 14:00:00+00:00,2026-02-17 15:00:00+00:00,short,66916.46,67354.39,SL,-1.4634,144.8725
BB v1 (Original),2026-02-18 18:00:00+00:00,2026-02-19 01:00:00+00:00,short,66301.73,66825.52,SL,-1.4487,143.4238
BB v1 (Original),2026-02-19 13:00:00+00:00,2026-02-19 14:00:00+00:00,short,65880.56,66429.09,SL,-1.4342,141.9896
BB v1 (Original),2026-02-21 14:00:00+00:00,2026-02-21 22:00:00+00:00,long,68451.86,67947.16,SL,-1.4199,140.5697
BB v1 (Original),2026-02-22 14:00:00+00:00,2026-02-23 01:00:00+00:00,short,67432.83,64598.59,TP,2.8114,143.3811
BB v1 (Original),2026-02-25 01:00:00+00:00,2026-02-25 03:00:00+00:00,long,65926.26,65408.61,SL,-1.4338,141.9473
BB v1 (Original),2026-02-25 14:00:00+00:00,2026-02-25 16:00:00+00:00,long,66909.93,68298.89,TP,2.8389,144.7862
BB v1 (Original),2026-02-26 15:00:00+00:00,2026-02-26 16:00:00+00:00,short,67410.42,66596.49,TP,2.8957,147.6819
BB v1 (Original),2026-02-27 10:00:00+00:00,2026-02-27 12:00:00+00:00,short,66645.55,65805.47,TP,2.9536,150.6356
BB v1 (Original),2026-02-28 06:00:00+00:00,2026-02-28 07:00:00+00:00,short,63106.07,63853.67,SL,-1.5064,149.1292
BB v1 (Original),2026-03-01 20:00:00+00:00,2026-03-01 21:00:00+00:00,short,65328.14,65743.03,SL,-1.4913,147.6379
BB v1 (Original),2026-03-02 15:00:00+00:00,2026-03-03 02:00:00+00:00,long,69062.39,68532.9,SL,-1.4764,146.1615
BB v1 (Original),2026-03-03 09:00:00+00:00,2026-03-03 11:00:00+00:00,short,66648.62,67054.85,SL,-1.4616,144.6999
BB v1 (Original),2026-03-04 07:00:00+00:00,2026-03-04 08:00:00+00:00,long,69556.47,71028.43,TP,2.894,147.5939
BB v1 (Original),2026-03-04 15:00:00+00:00,2026-03-04 22:00:00+00:00,long,73245.12,72755.45,SL,-1.4759,146.118
BB v1 (Original),2026-03-05 15:00:00+00:00,2026-03-06 04:00:00+00:00,short,71481.01,70594.95,TP,2.9224,149.0403
BB v1 (Original),2026-03-06 11:00:00+00:00,2026-03-06 13:00:00+00:00,short,70202.34,69358.98,TP,2.9808,152.0211
BB v1 (Original),2026-03-07 18:00:00+00:00,2026-03-08 04:00:00+00:00,short,67588.69,66647.52,TP,3.0404,155.0616
BB v1 (Original),2026-03-08 22:00:00+00:00,2026-03-09 02:00:00+00:00,short,66221.86,66575.86,SL,-1.5506,153.511
BB v1 (Original),2026-03-09 13:00:00+00:00,2026-03-09 17:00:00+00:00,long,69038.95,68658.55,SL,-1.5351,151.9758
BB v1 (Original),2026-03-10 02:00:00+00:00,2026-03-10 03:00:00+00:00,long,70282.66,69454.29,SL,-1.5198,150.4561
BB v1 (Original),2026-03-10 08:00:00+00:00,2026-03-10 13:00:00+00:00,long,70655.19,69974.13,SL,-1.5046,148.9515
BB v1 (Original),2026-03-11 14:00:00+00:00,2026-03-11 15:00:00+00:00,long,70690.99,70278.35,SL,-1.4895,147.462
BB v1 (Original),2026-03-11 17:00:00+00:00,2026-03-11 22:00:00+00:00,long,70801.61,70359.69,SL,-1.4746,145.9874
BB v1 (Original),2026-03-13 00:00:00+00:00,2026-03-13 10:00:00+00:00,long,71391.16,72489.69,TP,2.9197,148.9071
BB v1 (Original),2026-03-13 13:00:00+00:00,2026-03-13 14:00:00+00:00,long,73510.8,72419.11,SL,-1.4891,147.4181
BB v1 (Original),2026-03-14 23:00:00+00:00,2026-03-15 21:00:00+00:00,long,71213.68,72064.57,TP,2.9484,150.3664
BB v1 (Original),2026-03-16 03:00:00+00:00,2026-03-16 08:00:00+00:00,long,73661.48,73123.55,SL,-1.5037,148.8628
BB v1 (Original),2026-03-16 22:00:00+00:00,2026-03-17 01:00:00+00:00,long,74693.7,75620.74,TP,2.9773,151.84
BB v1 (Original),2026-03-18 11:00:00+00:00,2026-03-18 13:00:00+00:00,short,72931.21,72050.67,TP,3.0368,154.8768
BB v1 (Original),2026-03-19 07:00:00+00:00,2026-03-19 12:00:00+00:00,short,70220.46,69308.41,TP,3.0975,157.9744
BB v1 (Original),2026-03-21 16:00:00+00:00,2026-03-21 23:00:00+00:00,short,70290.76,68737.45,TP,3.1595,161.1338
BB v1 (Original),2026-03-22 19:00:00+00:00,2026-03-23 05:00:00+00:00,short,68184.29,68845.61,SL,-1.6113,159.5225
BB v1 (Original),2026-03-23 11:00:00+00:00,2026-03-23 13:00:00+00:00,long,70063.98,71410.31,TP,3.1904,162.713
BB v1 (Original),2026-03-24 13:00:00+00:00,2026-03-24 17:00:00+00:00,short,70017.38,69221.27,TP,3.2543,165.9672
BB v1 (Original),2026-03-26 05:00:00+00:00,2026-03-26 11:00:00+00:00,short,69983.72,69264.13,TP,3.3193,169.2866
BB v1 (Original),2026-03-27 08:00:00+00:00,2026-03-27 10:00:00+00:00,short,67910.82,66486.01,TP,3.3857,172.6723
BB v1 (Original),2026-03-28 13:00:00+00:00,2026-03-28 23:00:00+00:00,long,66766.07,66319.7,SL,-1.7267,170.9456
BB v1 (Original),2026-03-29 22:00:00+00:00,2026-03-30 00:00:00+00:00,short,65802.93,66259.03,SL,-1.7095,169.2361
BB v1 (Original),2026-03-30 04:00:00+00:00,2026-03-30 17:00:00+00:00,long,67541.89,66727.16,SL,-1.6924,167.5438
BB v1 (Original),2026-04-01 06:00:00+00:00,2026-04-01 07:00:00+00:00,long,69125.27,68651.38,SL,-1.6754,165.8683
BB v1 (Original),2026-04-02 01:00:00+00:00,2026-04-02 03:00:00+00:00,short,67328.82,66570.55,TP,3.3174,169.1857
BB v1 (Original),2026-04-04 10:00:00+00:00,2026-04-05 07:00:00+00:00,long,67137.64,66795.5,SL,-1.6919,167.4938
BB v1 (Original),2026-04-05 20:00:00+00:00,2026-04-05 22:00:00+00:00,long,67613.85,68325.48,TP,3.3499,170.8437
BB v1 (Original),2026-04-06 02:00:00+00:00,2026-04-06 15:00:00+00:00,long,69227.78,69930.12,TP,3.4169,174.2606
BB v1 (Original),2026-04-07 01:00:00+00:00,2026-04-07 03:00:00+00:00,short,68407.5,68756.09,SL,-1.7426,172.518
BB v1 (Original),2026-04-07 20:00:00+00:00,2026-04-07 22:00:00+00:00,long,69281.71,71430.35,TP,3.4504,175.9683
BB v1 (Original),2026-04-09 15:00:00+00:00,2026-04-10 07:00:00+00:00,long,72103.43,71474.52,SL,-1.7597,174.2086
BB v1 (Original),2026-04-10 14:00:00+00:00,2026-04-10 15:00:00+00:00,long,72902.02,72403.54,SL,-1.7421,172.4666
BB v1 (Original),2026-04-10 16:00:00+00:00,2026-04-12 01:00:00+00:00,long,73034.77,71666.2,SL,-1.7247,170.7419
BB v1 (Original),2026-04-13 13:00:00+00:00,2026-04-13 14:00:00+00:00,long,71608.93,72420.12,TP,3.4148,174.1567
BB v1 (Original),2026-04-13 16:00:00+00:00,2026-04-13 19:00:00+00:00,long,72204.73,73373.98,TP,3.4831,177.6399
BB v1 (Original),2026-04-13 22:00:00+00:00,2026-04-14 00:00:00+00:00,long,74640.61,74162.02,SL,-1.7764,175.8635
BB v1 (Original),2026-04-15 19:00:00+00:00,2026-04-16 09:00:00+00:00,long,75026.32,74612.67,SL,-1.7586,174.1048
BB v1 (Original),2026-04-16 13:00:00+00:00,2026-04-16 15:00:00+00:00,short,73793.98,74719.99,SL,-1.741,172.3638
BB v1 (Original),2026-04-17 08:00:00+00:00,2026-04-17 10:00:00+00:00,long,75789.99,75301.11,SL,-1.7236,170.6401
BB v1 (Original),2026-04-17 12:00:00+00:00,2026-04-17 13:00:00+00:00,long,76294.61,77388.0,TP,3.4128,174.0529
BB v1 (Original),2026-04-18 10:00:00+00:00,2026-04-19 06:00:00+00:00,short,76222.49,75429.75,TP,3.4811,177.534
BB v1 (Original),2026-04-19 09:00:00+00:00,2026-04-19 11:00:00+00:00,short,75055.42,75637.52,SL,-1.7753,175.7587
BB v1 (Original),2026-04-19 17:00:00+00:00,2026-04-19 22:00:00+00:00,short,74820.85,74072.54,TP,3.5152,179.2738
BB v1 (Original),2026-04-20 15:00:00+00:00,2026-04-21 08:00:00+00:00,long,75750.0,76545.66,TP,3.5855,182.8593
BB v1 (Original),2026-04-21 10:00:00+00:00,2026-04-21 12:00:00+00:00,long,76775.12,76044.56,SL,-1.8286,181.0307
BB v1 (Original),2026-04-21 19:00:00+00:00,2026-04-21 20:00:00+00:00,short,75019.99,75743.72,SL,-1.8103,179.2204
BB v1 (Original),2026-04-22 02:00:00+00:00,2026-04-22 13:00:00+00:00,long,77626.01,78887.44,TP,3.5844,182.8048
BB v2 (Trend+RSI+Wide),2024-05-07 23:00:00+00:00,2024-05-08 03:00:00+00:00,short,62332.64,62860.43,SL,-1.0,99.0
BB v2 (Trend+RSI+Wide),2024-05-09 22:00:00+00:00,2024-05-10 05:00:00+00:00,long,63295.3,62765.61,SL,-0.99,98.01
BB v2 (Trend+RSI+Wide),2024-05-13 07:00:00+00:00,2024-05-14 08:00:00+00:00,long,62352.72,61830.32,SL,-0.9801,97.0299
BB v2 (Trend+RSI+Wide),2024-05-15 12:00:00+00:00,2024-05-15 16:00:00+00:00,long,63715.95,64802.57,TP,1.9406,98.9705
BB v2 (Trend+RSI+Wide),2024-05-15 18:00:00+00:00,2024-05-16 16:00:00+00:00,long,65786.95,65144.3,SL,-0.9897,97.9808
BB v2 (Trend+RSI+Wide),2024-05-17 15:00:00+00:00,2024-05-19 16:00:00+00:00,long,67205.8,66666.98,SL,-0.9798,97.001
BB v2 (Trend+RSI+Wide),2024-05-20 16:00:00+00:00,2024-05-20 19:00:00+00:00,long,68199.6,69881.77,TP,1.94,98.941
BB v2 (Trend+RSI+Wide),2024-05-20 23:00:00+00:00,2024-05-21 13:00:00+00:00,long,71443.06,70553.12,SL,-0.9894,97.9516
BB v2 (Trend+RSI+Wide),2024-05-27 14:00:00+00:00,2024-05-28 01:00:00+00:00,long,69406.62,68548.71,SL,-0.9795,96.9721
BB v2 (Trend+RSI+Wide),2024-05-30 13:00:00+00:00,2024-05-31 09:00:00+00:00,long,68622.45,67895.92,SL,-0.9697,96.0024
BB v2 (Trend+RSI+Wide),2024-06-02 09:00:00+00:00,2024-06-02 11:00:00+00:00,short,67455.86,68166.55,SL,-0.96,95.0423
BB v2 (Trend+RSI+Wide),2024-06-02 13:00:00+00:00,2024-06-03 12:00:00+00:00,long,68118.27,69671.74,TP,1.9008,96.9432
BB v2 (Trend+RSI+Wide),2024-06-07 11:00:00+00:00,2024-06-07 16:00:00+00:00,long,71627.8,70774.91,SL,-0.9694,95.9737
BB v2 (Trend+RSI+Wide),2024-06-09 02:00:00+00:00,2024-06-10 15:00:00+00:00,short,69188.88,70054.54,SL,-0.9597,95.014
BB v2 (Trend+RSI+Wide),2024-06-11 01:00:00+00:00,2024-06-11 09:00:00+00:00,short,68481.59,67098.14,TP,1.9003,96.9143
BB v2 (Trend+RSI+Wide),2024-06-12 12:00:00+00:00,2024-06-12 18:00:00+00:00,long,69384.74,68794.2,SL,-0.9691,95.9451
BB v2 (Trend+RSI+Wide),2024-06-17 09:00:00+00:00,2024-06-17 17:00:00+00:00,short,65692.16,66475.63,SL,-0.9595,94.9857
BB v2 (Trend+RSI+Wide),2024-06-23 14:00:00+00:00,2024-06-24 00:00:00+00:00,short,64159.93,63009.4,TP,1.8997,96.8854
BB v2 (Trend+RSI+Wide),2024-06-24 02:00:00+00:00,2024-06-24 09:00:00+00:00,short,62876.86,61354.39,TP,1.9377,98.8231
BB v2 (Trend+RSI+Wide),2024-06-24 16:00:00+00:00,2024-06-25 02:00:00+00:00,short,60090.59,60635.84,SL,-0.9882,97.8349
BB v2 (Trend+RSI+Wide),2024-06-26 18:00:00+00:00,2024-06-27 13:00:00+00:00,short,60922.95,61844.53,SL,-0.9783,96.8565
BB v2 (Trend+RSI+Wide),2024-06-28 16:00:00+00:00,2024-06-30 07:00:00+00:00,short,60740.76,61401.01,SL,-0.9686,95.888
BB v2 (Trend+RSI+Wide),2024-06-30 22:00:00+00:00,2024-07-02 14:00:00+00:00,long,62799.94,61978.49,SL,-0.9589,94.9291
BB v2 (Trend+RSI+Wide),2024-07-03 01:00:00+00:00,2024-07-03 10:00:00+00:00,short,61397.32,60270.38,TP,1.8986,96.8277
BB v2 (Trend+RSI+Wide),2024-07-04 07:00:00+00:00,2024-07-04 12:00:00+00:00,short,58163.99,57171.3,TP,1.9366,98.7642
BB v2 (Trend+RSI+Wide),2024-07-10 04:00:00+00:00,2024-07-10 08:00:00+00:00,long,59288.97,58720.84,SL,-0.9876,97.7766
BB v2 (Trend+RSI+Wide),2024-07-13 22:00:00+00:00,2024-07-14 21:00:00+00:00,long,59444.52,61246.04,TP,1.9555,99.7321
BB v2 (Trend+RSI+Wide),2024-07-19 19:00:00+00:00,2024-07-19 22:00:00+00:00,long,67310.11,66735.55,SL,-0.9973,98.7348
BB v2 (Trend+RSI+Wide),2024-07-21 20:00:00+00:00,2024-07-22 08:00:00+00:00,long,67753.34,67108.48,SL,-0.9873,97.7475
BB v2 (Trend+RSI+Wide),2024-07-24 22:00:00+00:00,2024-07-25 02:00:00+00:00,short,65304.25,64197.36,TP,1.9549,99.7024
BB v2 (Trend+RSI+Wide),2024-07-26 00:00:00+00:00,2024-07-26 13:00:00+00:00,long,66391.72,67900.87,TP,1.994,101.6964
BB v2 (Trend+RSI+Wide),2024-07-27 13:00:00+00:00,2024-07-27 17:00:00+00:00,long,69264.29,68523.63,SL,-1.017,100.6795
BB v2 (Trend+RSI+Wide),2024-07-29 02:00:00+00:00,2024-07-29 14:00:00+00:00,long,69558.81,68180.27,SL,-1.0068,99.6727
BB v2 (Trend+RSI+Wide),2024-07-29 16:00:00+00:00,2024-07-29 21:00:00+00:00,short,66937.04,67491.07,SL,-0.9967,98.676
BB v2 (Trend+RSI+Wide),2024-07-31 19:00:00+00:00,2024-08-01 02:00:00+00:00,short,65178.97,64074.25,TP,1.9735,100.6495
BB v2 (Trend+RSI+Wide),2024-08-02 21:00:00+00:00,2024-08-03 00:00:00+00:00,short,62033.06,61023.73,TP,2.013,102.6625
BB v2 (Trend+RSI+Wide),2024-08-05 00:00:00+00:00,2024-08-05 01:00:00+00:00,short,56036.67,54691.21,TP,2.0532,104.7157
BB v2 (Trend+RSI+Wide),2024-08-05 06:00:00+00:00,2024-08-05 07:00:00+00:00,short,51460.37,52740.91,SL,-1.0472,103.6686
BB v2 (Trend+RSI+Wide),2024-08-08 15:00:00+00:00,2024-08-08 21:00:00+00:00,long,59515.78,61065.8,TP,2.0734,105.7419
BB v2 (Trend+RSI+Wide),2024-08-11 19:00:00+00:00,2024-08-11 20:00:00+00:00,short,59694.5,58559.12,TP,2.1148,107.8568
BB v2 (Trend+RSI+Wide),2024-08-13 16:00:00+00:00,2024-08-13 20:00:00+00:00,long,61170.16,60603.53,SL,-1.0786,106.7782
BB v2 (Trend+RSI+Wide),2024-08-15 19:00:00+00:00,2024-08-15 22:00:00+00:00,short,57130.74,57642.15,SL,-1.0678,105.7104
BB v2 (Trend+RSI+Wide),2024-08-18 02:00:00+00:00,2024-08-18 03:00:00+00:00,long,59980.6,59354.29,SL,-1.0571,104.6533
BB v2 (Trend+RSI+Wide),2024-08-18 09:00:00+00:00,2024-08-18 22:00:00+00:00,long,59901.96,59378.58,SL,-1.0465,103.6068
BB v2 (Trend+RSI+Wide),2024-08-18 23:00:00+00:00,2024-08-19 17:00:00+00:00,short,58482.75,59008.87,SL,-1.0361,102.5707
BB v2 (Trend+RSI+Wide),2024-08-20 00:00:00+00:00,2024-08-20 14:00:00+00:00,long,60385.18,59533.09,SL,-1.0257,101.545
BB v2 (Trend+RSI+Wide),2024-08-27 14:00:00+00:00,2024-08-27 21:00:00+00:00,short,61831.31,60403.96,TP,2.0309,103.5759
BB v2 (Trend+RSI+Wide),2024-09-01 02:00:00+00:00,2024-09-01 22:00:00+00:00,short,58527.16,57428.63,TP,2.0715,105.6474
BB v2 (Trend+RSI+Wide),2024-09-06 14:00:00+00:00,2024-09-06 18:00:00+00:00,short,54642.7,53406.15,TP,2.1129,107.7604
BB v2 (Trend+RSI+Wide),2024-09-08 15:00:00+00:00,2024-09-08 17:00:00+00:00,short,53773.28,54454.64,SL,-1.0776,106.6828
BB v2 (Trend+RSI+Wide),2024-09-09 16:00:00+00:00,2024-09-09 21:00:00+00:00,long,56500.57,57496.47,TP,2.1337,108.8164
BB v2 (Trend+RSI+Wide),2024-09-13 15:00:00+00:00,2024-09-13 22:00:00+00:00,long,59621.04,60638.91,TP,2.1763,110.9928
BB v2 (Trend+RSI+Wide),2024-09-17 12:00:00+00:00,2024-09-17 13:00:00+00:00,long,59431.63,58949.08,SL,-1.1099,109.8828
BB v2 (Trend+RSI+Wide),2024-09-17 14:00:00+00:00,2024-09-18 09:00:00+00:00,long,60249.86,59698.94,SL,-1.0988,108.784
BB v2 (Trend+RSI+Wide),2024-09-18 23:00:00+00:00,2024-09-19 11:00:00+00:00,long,61651.16,62685.52,TP,2.1757,110.9597
BB v2 (Trend+RSI+Wide),2024-09-22 22:00:00+00:00,2024-09-23 11:00:00+00:00,long,63964.02,63407.49,SL,-1.1096,109.8501
BB v2 (Trend+RSI+Wide),2024-09-24 19:00:00+00:00,2024-09-25 09:00:00+00:00,long,64284.72,63618.84,SL,-1.0985,108.7516
BB v2 (Trend+RSI+Wide),2024-09-26 10:00:00+00:00,2024-09-27 07:00:00+00:00,long,64344.88,65496.72,TP,2.175,110.9266
BB v2 (Trend+RSI+Wide),2024-09-27 16:00:00+00:00,2024-09-27 19:00:00+00:00,long,66331.68,65692.99,SL,-1.1093,109.8174
BB v2 (Trend+RSI+Wide),2024-09-30 09:00:00+00:00,2024-10-01 14:00:00+00:00,short,63646.71,62581.77,TP,2.1963,112.0137
BB v2 (Trend+RSI+Wide),2024-10-07 00:00:00+00:00,2024-10-07 10:00:00+00:00,long,63696.24,62891.98,SL,-1.1201,110.8936
BB v2 (Trend+RSI+Wide),2024-10-09 18:00:00+00:00,2024-10-10 17:00:00+00:00,short,61145.72,59506.82,TP,2.2179,113.1114
BB v2 (Trend+RSI+Wide),2024-10-11 15:00:00+00:00,2024-10-14 03:00:00+00:00,long,62416.0,64236.48,TP,2.2622,115.3737
BB v2 (Trend+RSI+Wide),2024-10-14 07:00:00+00:00,2024-10-14 14:00:00+00:00,long,64578.04,65960.35,TP,2.3075,117.6811
BB v2 (Trend+RSI+Wide),2024-10-18 01:00:00+00:00,2024-10-18 03:00:00+00:00,long,68153.41,67572.98,SL,-1.1768,116.5043
BB v2 (Trend+RSI+Wide),2024-10-18 15:00:00+00:00,2024-10-18 22:00:00+00:00,long,68779.82,68201.29,SL,-1.165,115.3393
