ticket,opening_time_utc,closing_time_utc,type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,swap_usd,profit_usd,equity_usd,margin_level,close_reason
823977541,2025-05-01T10:23:57.339000,2025-05-01T10:26:43.334000,buy,2,2.0,BTCUSDm,96210.81,96224.52,,,0,0,27.42,,,user
823970140,2025-05-01T10:16:54.599000,2025-05-01T10:17:43.111000,buy,2,2.0,BTCUSDm,95920.26,95967.52,,,0,0,94.52,,,user
823960688,2025-05-01T10:09:48.754000,2025-05-01T10:17:43.111000,buy,0.1,0.1,BTCUSDm,95659.7,95967.52,,,0,0,30.78,,,user
823883575,2025-05-01T09:01:21.864000,2025-05-01T10:09:23.880000,buy,0.9,0.9,BTCUSDm,95194.96,95634.12,95473.36,,0,0,395.25,,,user
823787107,2025-05-01T06:43:45.918000,2025-05-01T06:45:24.742000,sell,0.9,0.9,BTCUSDm,94867.61,94888.68,94888.68,,0,0,-18.96,,,sl
823482595,2025-04-30T20:42:16.552000,2025-05-01T06:39:11.857000,buy,0.01,0.01,BTCUSDm,94547.57,94939.53,,,0,0,3.92,,,user
823318360,2025-04-30T16:30:15.024000,2025-04-30T16:35:30.773000,buy,0.08,0.08,EURUSDm,1.13521,1.13523,1.13523,1.13599,0,0,0.16,,,sl
823295174,2025-04-30T16:00:51.066000,2025-04-30T16:01:48.803000,buy,0.03,0.03,XAUUSDm,3309.811,3309.829,3307.727,,0,0,0.06,,,user
823282896,2025-04-30T15:48:24.936000,2025-04-30T15:51:57.705000,buy,0.22,0.22,EURUSDm,1.13333,1.13399,1.13302,1.13399,0,0,14.52,,,tp
823240935,2025-04-30T15:08:37.469000,2025-04-30T15:09:27.742000,buy,0.19,0.19,XAUUSDm,3307.821,3306.043,3306.628,3311.43,0,0,-33.78,,,sl
822973916,2025-04-30T12:34:50.819000,2025-04-30T12:40:33.014000,sell,1,1.0,BTCUSDm,94683.54,94450.11,,,0,0,233.43,,,user
822961441,2025-04-30T12:28:16.088000,2025-04-30T12:32:42.509000,buy,0.81,0.81,BTCUSDm,94971.58,94645.03,,,0,0,-264.51,,,user
822894512,2025-04-30T11:46:39.646000,2025-04-30T12:04:35.733000,buy,0.81,0.81,BTCUSDm,95054.01,95080.44,,,0,0,21.41,,,user
822876140,2025-04-30T11:25:21.326000,2025-04-30T11:27:21.316000,buy,0.49,0.49,XAUUSDm,3278.731,3281.205,3277.404,,0,0,121.23,,,user
822874888,2025-04-30T11:23:47.215000,2025-04-30T11:24:51.503000,buy,0.49,0.49,XAUUSDm,3278.552,3277.487,3277.487,,0,0,-52.19,,,sl
822859477,2025-04-30T11:07:44.573000,2025-04-30T11:18:40.943000,buy,0.46,0.46,XAUUSDm,3275.702,3275.139,,,0,0,-25.9,,,user
822846463,2025-04-30T11:00:26.035000,2025-04-30T11:07:38.968000,sell,0.45,0.45,XAUUSDm,3272.048,3275.449,,,0,0,-153.05,,,user
822809479,2025-04-30T10:23:40.298000,2025-04-30T10:57:35.869000,buy,0.25,0.25,XAUUSDm,3274.582,3273.881,,,0,0,-17.52,,,user
822803597,2025-04-30T10:19:11.231000,2025-04-30T10:23:25.454000,sell,0.2,0.2,XAUUSDm,3272.853,3274.4700000000003,,,0,0,-32.34,,,user
821552541,2025-04-29T08:00:11.493000,2025-04-29T08:06:08.714000,buy,0.22,0.22,EURUSDm,1.14053,1.13993,,,0,0,-13.2,,,user
821551687,2025-04-29T07:58:14.030000,2025-04-29T08:00:02.598000,sell,0.18,0.18,EURUSDm,1.14017,1.1405100000000001,,,0,0,-6.12,,,user
821549608,2025-04-29T07:54:19.580000,2025-04-29T07:55:39.263000,buy,0.04,0.04,XAUUSDm,3321.896,3321.862,3321.862,,0,0,-0.13,,,sl
820577416,2025-04-28T10:55:22.698000,2025-04-28T11:33:46.631000,buy,0.15,0.15,BTCUSDm,95067.2,95391.69,,,0,0,48.67,,,user
820576457,2025-04-28T10:54:13.243000,2025-04-28T11:33:46.111000,buy,0.1,0.1,BTCUSDm,95100.26,95391.67,,,0,0,29.14,,,user
820571443,2025-04-28T10:50:34.291000,2025-04-28T11:33:46.111000,buy,0.04,0.04,BTCUSDm,95176.57,95391.67,,,0,0,8.61,,,user
820610375,2025-04-28T11:23:20.911000,2025-04-28T11:27:24.299000,buy,0.03,0.03,XAUUSDm,3286.728,3288.558,,,0,0,5.49,,,user
820562478,2025-04-28T10:43:05.689000,2025-04-28T11:27:24.298000,buy,0.03,0.03,XAUUSDm,3288.808,3288.558,,,0,0,-0.75,,,user
820503041,2025-04-28T09:47:19.693000,2025-04-28T09:55:14.245000,buy,0.02,0.02,XAUUSDm,3279.29,3276.189,,,0,0,-6.2,,,user
820255028,2025-04-28T04:19:46.206000,2025-04-28T04:27:19.738000,buy,0.01,0.01,XAUUSDm,3291.591,3292.9410000000003,,,0,0,1.35,,,user
820254925,2025-04-28T04:19:36.933000,2025-04-28T04:27:11.285000,buy,0.02,0.02,XAUUSDm,3290.985,3293.076,,,0,0,4.18,,,user
820254118,2025-04-28T04:17:57.217000,2025-04-28T04:19:32.417000,sell,0.02,0.02,XAUUSDm,3289.502,3291.047,,,0,0,-3.09,,,user
819842658,2025-04-26T15:28:19.876000,2025-04-26T15:34:07.045000,buy,0.24,0.24,BTCUSDm,94385.71,94330.75,94330.75,94500.69,0,0,-13.19,,,sl
819838941,2025-04-26T14:54:17.944000,2025-04-26T15:03:56.097000,buy,0.13,0.13,BTCUSDm,94265.06,94259.12,94259.12,94435.15,0,0,-0.77,,,sl
819813382,2025-04-26T10:13:22.386000,2025-04-26T10:14:07.538000,buy,0.12,0.12,BTCUSDm,94279.75,94226.33,94226.33,,0,0,-6.41,,,sl
819812902,2025-04-26T10:06:12.922000,2025-04-26T10:10:48.507000,buy,0.12,0.12,BTCUSDm,94297.5,94267.95,94267.95,,0,0,-3.55,,,sl
819812099,2025-04-26T10:00:11.213000,2025-04-26T10:04:59.046000,sell,0.04,0.04,BTCUSDm,94118.04,94318.38,,,0,0,-8.02,,,user
